TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	24/06/07
TIME	15:43:00
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-730, Rev. 1.00
RESOLUTION	
DELTAX	-0.2
XUNITS	NANOMETERS
YUNITS	ABSORBANCE
FIRSTX	700
LASTX	500
NPOINTS	1001
FIRSTY	0.168169
MAXY	1.10921
MINY	0.119494
XYDATA
700	0.168169
699.8	0.169866
699.6	0.171725
699.4	0.173564
699.2	0.175392
699	0.177329
698.8	0.179285
698.6	0.181255
698.4	0.183319
698.2	0.185418
698	0.187518
697.8	0.189713
697.6	0.191934
697.4	0.194132
697.2	0.19643
697	0.198821
696.8	0.201173
696.6	0.203575
696.4	0.206143
696.2	0.208785
696	0.211345
695.8	0.21399
695.6	0.216744
695.4	0.219526
695.2	0.222404
695	0.2253
694.8	0.228264
694.6	0.231291
694.4	0.234397
694.2	0.237566
694	0.240797
693.8	0.244159
693.6	0.247536
693.4	0.250955
693.2	0.254494
693	0.258101
692.8	0.261782
692.6	0.265585
692.4	0.269406
692.2	0.273245
692	0.277184
691.8	0.281233
691.6	0.285354
691.4	0.289557
691.2	0.293876
691	0.298247
690.8	0.302691
690.6	0.307203
690.4	0.311771
690.2	0.316495
690	0.321317
689.8	0.326142
689.6	0.331093
689.4	0.336208
689.2	0.341374
689	0.34656
688.8	0.351852
688.6	0.357279
688.4	0.362765
688.2	0.368333
688	0.373998
687.8	0.379741
687.6	0.385662
687.4	0.39165
687.2	0.397744
687	0.403979
686.8	0.410294
686.6	0.416664
686.4	0.423083
686.2	0.429676
686	0.436411
685.8	0.443181
685.6	0.449983
685.4	0.456934
685.2	0.464014
685	0.471203
684.8	0.478405
684.6	0.485681
684.4	0.493121
684.2	0.500641
684	0.508268
683.8	0.516036
683.6	0.523921
683.4	0.531849
683.2	0.539793
683	0.547876
682.8	0.556048
682.6	0.564186
682.4	0.57228
682.2	0.580455
682	0.588895
681.8	0.59736
681.6	0.605716
681.4	0.614223
681.2	0.622826
681	0.631418
680.8	0.639985
680.6	0.648647
680.4	0.657532
680.2	0.666399
680	0.675215
679.8	0.684117
679.6	0.693093
679.4	0.701951
679.2	0.710792
679	0.71974
678.8	0.728658
678.6	0.737531
678.4	0.746356
678.2	0.755215
678	0.764213
677.8	0.773095
677.6	0.781852
677.4	0.7906
677.2	0.799368
677	0.808176
676.8	0.816892
676.6	0.82549
676.4	0.834157
676.2	0.84281
676	0.85125
675.8	0.859667
675.6	0.868101
675.4	0.87641
675.2	0.884592
675	0.892801
674.8	0.900974
674.6	0.908991
674.4	0.916771
674.2	0.924344
674	0.931965
673.8	0.939536
673.6	0.946872
673.4	0.954086
673.2	0.961174
673	0.968116
672.8	0.974855
672.6	0.981357
672.4	0.987703
672.2	0.994044
672	1.00039
671.8	1.00644
671.6	1.01227
671.4	1.01806
671.2	1.02367
671	1.02905
670.8	1.03424
670.6	1.0392
670.4	1.04402
670.2	1.0487
670	1.05312
669.8	1.05738
669.6	1.06156
669.4	1.06541
669.2	1.06907
669	1.07261
668.8	1.076
668.6	1.07924
668.4	1.08225
668.2	1.08513
668	1.08788
667.8	1.09044
667.6	1.09285
667.4	1.09505
667.2	1.09699
667	1.09884
666.8	1.10059
666.6	1.10201
666.4	1.10339
666.2	1.1047
666	1.10574
665.8	1.10665
665.6	1.10746
665.4	1.10818
665.2	1.10863
665	1.109
664.8	1.10921
664.6	1.10917
664.4	1.10912
664.2	1.10907
664	1.10881
663.8	1.10837
663.6	1.10783
663.4	1.10712
663.2	1.10634
663	1.10549
662.8	1.10446
662.6	1.10337
662.4	1.10227
662.2	1.10101
662	1.09975
661.8	1.0984
661.6	1.09685
661.4	1.09527
661.2	1.09354
661	1.09172
660.8	1.08992
660.6	1.08808
660.4	1.0861
660.2	1.08405
660	1.08194
659.8	1.07985
659.6	1.07773
659.4	1.07547
659.2	1.07328
659	1.07099
658.8	1.06858
658.6	1.06617
658.4	1.06369
658.2	1.0612
658	1.05864
657.8	1.05606
657.6	1.05349
657.4	1.05086
657.2	1.04811
657	1.04534
656.8	1.04261
656.6	1.03981
656.4	1.03701
