TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	24/06/07
TIME	15:42:00
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-730, Rev. 1.00
RESOLUTION	
DELTAX	-0.2
XUNITS	NANOMETERS
YUNITS	ABSORBANCE
FIRSTX	700
LASTX	500
NPOINTS	1001
FIRSTY	0.115707
MAXY	0.599231
MINY	0.09656
XYDATA
700	0.115707
699.8	0.116538
699.6	0.117467
699.4	0.118372
699.2	0.119255
699	0.12023
698.8	0.121251
698.6	0.122216
698.4	0.12324
698.2	0.124304
698	0.125336
697.8	0.126474
697.6	0.127624
697.4	0.128733
697.2	0.129865
697	0.131059
696.8	0.132288
696.6	0.133494
696.4	0.134797
696.2	0.136172
696	0.137472
695.8	0.138795
695.6	0.140193
695.4	0.141581
695.2	0.143021
695	0.144526
694.8	0.146047
694.6	0.147595
694.4	0.149153
694.2	0.150753
694	0.152408
693.8	0.154122
693.6	0.155847
693.4	0.157581
693.2	0.159405
693	0.161235
692.8	0.163071
692.6	0.164999
692.4	0.166963
692.2	0.168928
692	0.170965
691.8	0.173043
691.6	0.175114
691.4	0.177255
691.2	0.179463
691	0.181654
690.8	0.18393
690.6	0.186301
690.4	0.188644
690.2	0.191007
690	0.193482
689.8	0.195975
689.6	0.198487
689.4	0.201114
689.2	0.203776
689	0.206449
688.8	0.209197
688.6	0.211984
688.4	0.214761
688.2	0.217633
688	0.220587
687.8	0.22354
687.6	0.226587
687.4	0.229666
687.2	0.232769
687	0.235984
686.8	0.239244
686.6	0.242533
686.4	0.245886
686.2	0.24927
686	0.252722
685.8	0.256268
685.6	0.259764
685.4	0.263298
685.2	0.266947
685	0.270649
684.8	0.274368
684.6	0.278153
684.4	0.281967
684.2	0.285801
684	0.289766
683.8	0.293819
683.6	0.297899
683.4	0.301959
683.2	0.306066
683	0.310267
682.8	0.314467
682.6	0.318638
682.4	0.322837
682.2	0.327086
682	0.331417
681.8	0.335788
681.6	0.340126
681.4	0.34451
681.2	0.348949
681	0.35343
680.8	0.357888
680.6	0.362363
680.4	0.36696
680.2	0.37155
680	0.376101
679.8	0.380693
679.6	0.385311
679.4	0.389873
679.2	0.394431
679	0.39905
678.8	0.403656
678.6	0.408215
678.4	0.412737
678.2	0.417321
678	0.421998
677.8	0.426588
677.6	0.431086
677.4	0.435606
677.2	0.440106
677	0.444628
676.8	0.449136
676.6	0.45357
676.4	0.458065
676.2	0.462525
676	0.466841
675.8	0.471175
675.6	0.475538
675.4	0.479844
675.2	0.484113
675	0.488375
674.8	0.492573
674.6	0.49667
674.4	0.500675
674.2	0.504616
674	0.508535
673.8	0.512408
673.6	0.516221
673.4	0.519906
673.2	0.523574
673	0.527172
672.8	0.530635
672.6	0.534058
672.4	0.537314
672.2	0.540509
672	0.543764
671.8	0.546897
671.6	0.549876
671.4	0.55283
671.2	0.555693
671	0.55843
670.8	0.561085
670.6	0.563613
670.4	0.566079
670.2	0.568501
670	0.570782
669.8	0.572942
669.6	0.575099
669.4	0.577118
669.2	0.578963
669	0.580729
668.8	0.582444
668.6	0.58409
668.4	0.585604
668.2	0.587085
668	0.588564
667.8	0.589901
667.6	0.591083
667.4	0.592195
667.2	0.593186
667	0.594079
666.8	0.594979
666.6	0.595776
666.4	0.596445
666.2	0.597063
666	0.597588
665.8	0.597991
665.6	0.598359
665.4	0.59868
665.2	0.598896
665	0.599094
664.8	0.599231
664.6	0.599218
664.4	0.599176
664.2	0.599085
664	0.59892
663.8	0.598724
663.6	0.598408
663.4	0.598023
663.2	0.597608
663	0.59713
662.8	0.596587
662.6	0.596018
662.4	0.59536
662.2	0.594681
662	0.594011
661.8	0.59318
661.6	0.592423
661.4	0.591649
661.2	0.590675
661	0.589725
660.8	0.588824
660.6	0.587756
660.4	0.586685
660.2	0.58566
660	0.584526
659.8	0.583427
659.6	0.582281
659.4	0.581085
659.2	0.579993
659	0.578802
658.8	0.577508
658.6	0.576266
658.4	0.574964
658.2	0.573608
658	0.572286
657.8	0.570885
657.6	0.569452
657.4	0.568136
657.2	0.566676
657	0.565203
656.8	0.563904
656.6	0.562423
656.4	0.560953
