TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	24/06/07
TIME	15:51:00
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-730, Rev. 1.00
RESOLUTION	
DELTAX	-0.2
XUNITS	NANOMETERS
YUNITS	ABSORBANCE
FIRSTX	700
LASTX	500
NPOINTS	1001
FIRSTY	0.330254
MAXY	2.23144
MINY	0.193361
XYDATA
700	0.330254
699.8	0.334035
699.6	0.337983
699.4	0.341893
699.2	0.345863
699	0.350021
698.8	0.354243
698.6	0.358494
698.4	0.36285
698.2	0.367316
698	0.371842
697.8	0.376511
697.6	0.381273
697.4	0.386022
697.2	0.390902
697	0.395963
696.8	0.401025
696.6	0.406131
696.4	0.411486
696.2	0.41696
696	0.422415
695.8	0.428012
695.6	0.433744
695.4	0.439571
695.2	0.445564
695	0.451676
694.8	0.457913
694.6	0.464276
694.4	0.470719
694.2	0.477277
694	0.484096
693.8	0.491063
693.6	0.498036
693.4	0.505171
693.2	0.512562
693	0.520091
692.8	0.527681
692.6	0.535428
692.4	0.543327
692.2	0.551349
692	0.559567
691.8	0.567887
691.6	0.576325
691.4	0.585
691.2	0.593811
691	0.602728
690.8	0.611848
690.6	0.621187
690.4	0.63061
690.2	0.6402
690	0.649995
689.8	0.65997
689.6	0.670135
689.4	0.680463
689.2	0.690998
689	0.701644
688.8	0.712439
688.6	0.723442
688.4	0.734578
688.2	0.745884
688	0.757407
687.8	0.769132
687.6	0.781095
687.4	0.793146
687.2	0.805422
687	0.818051
686.8	0.830885
686.6	0.843766
686.4	0.856821
686.2	0.870178
686	0.88374
685.8	0.897425
685.6	0.911148
685.4	0.925127
685.2	0.939429
685	0.953875
684.8	0.968353
684.6	0.983096
684.4	0.998051
684.2	1.0131
684	1.02844
683.8	1.04416
683.6	1.06002
683.4	1.07585
683.2	1.0918
683	1.10811
682.8	1.12459
682.6	1.14103
682.4	1.15729
682.2	1.17367
682	1.19059
681.8	1.20757
681.6	1.2244
681.4	1.24142
681.2	1.25872
681	1.27596
680.8	1.29322
680.6	1.31065
680.4	1.32837
680.2	1.34611
680	1.3637
679.8	1.38148
679.6	1.39948
679.4	1.41732
679.2	1.43504
679	1.45274
678.8	1.47061
678.6	1.48853
678.4	1.50607
678.2	1.52373
678	1.54164
677.8	1.55934
677.6	1.577
677.4	1.5946
677.2	1.61208
677	1.62974
676.8	1.64714
676.6	1.66437
676.4	1.68171
676.2	1.69889
676	1.71578
675.8	1.73252
675.6	1.74924
675.4	1.76581
675.2	1.78223
675	1.79838
674.8	1.81468
674.6	1.83083
674.4	1.84631
674.2	1.86145
674	1.87674
673.8	1.89201
673.6	1.90657
673.4	1.92045
673.2	1.93461
673	1.94858
672.8	1.96172
672.6	1.97483
672.4	1.9876
672.2	2.00046
672	2.01269
671.8	2.02446
671.6	2.03591
671.4	2.04747
671.2	2.05871
671	2.06923
670.8	2.08012
670.6	2.08995
670.4	2.09931
670.2	2.10898
670	2.11779
669.8	2.12603
669.6	2.13421
669.4	2.14177
669.2	2.14899
669	2.15561
668.8	2.16239
668.6	2.16842
668.4	2.17453
668.2	2.18116
668	2.18665
667.8	2.19149
667.6	2.19675
667.4	2.2012
667.2	2.2049
667	2.20857
666.8	2.21227
666.6	2.21518
666.4	2.21763
666.2	2.221
666	2.22356
665.8	2.22471
665.6	2.2263
665.4	2.22796
665.2	2.22869
665	2.22993
664.8	2.23119
664.6	2.23144
664.4	2.23125
664.2	2.23068
664	2.23049
663.8	2.23078
663.6	2.22925
663.4	2.22768
663.2	2.22663
663	2.22424
662.8	2.22266
662.6	2.22155
662.4	2.21918
662.2	2.21632
662	2.21483
661.8	2.21291
661.6	2.20966
661.4	2.20646
661.2	2.20278
661	2.20001
660.8	2.19688
660.6	2.19235
660.4	2.18877
660.2	2.18533
660	2.18181
659.8	2.17794
659.6	2.17335
659.4	2.16957
659.2	2.16543
659	2.16051
658.8	2.15634
658.6	2.15226
658.4	2.14752
658.2	2.14273
658	2.13837
657.8	2.13367
657.6	2.12825
657.4	2.12301
657.2	2.1181
657	2.11323
656.8	2.10748
656.6	2.10279
656.4	2.09849
