Sample	äwê∂é¿å±3TM_NH3	
Comments	 	
Filename	C:\Users\User1\Desktop\DATA\äwê∂é¿å±3TM\äwê∂é¿å±3TM_NH3_2É∆_É∆.raw	
Goniometer	MiniFlex 300/600 +	
Attachment	âÒì]ééóøë‰	
Monochromater	None	
X	0	
Y	0	
Z	0	
ScanningMode	2Theta/Theta	
ScanningType	Continuos Scanning	
X-Ray	40kV/15mA	
IHS	5.0mm	
DS	1.250deg	
SS	13.0mm(Open)	
RS	13.0mm(Open)	
K-beta(x1)		
Start	20	
Stop	80	
Step	0.01	
Speed	1	
Offset	0	10539
41.2	1069	270.1432774
41.21	1073	270.1812316
41.22	1045	269.9155518
41.23	1001	269.4980548
41.24	1005	269.5360091
41.25	1072	270.171743
41.26	1003	269.517032
41.27	1007	269.5549862
41.28	1012	269.6024291
41.29	1041	269.8775975
41.3	1072	270.171743
41.31	1044	269.9060632
41.32	1028	269.7542461
41.33	990	269.3936806
41.34	997	269.4601006
41.35	1032	269.7922004
41.36	1019	269.668849
41.37	1032	269.7922004
41.38	1036	269.8301547
41.39	1005	269.5360091
41.4	978	269.2798178
41.41	976	269.2608407
41.42	996	269.450612
41.43	1015	269.6308948
41.44	996	269.450612
41.45	1013	269.6119176
41.46	980	269.298795
41.47	1028	269.7542461
41.48	1002	269.5075434
41.49	1002	269.5075434
41.5	1011	269.5929405
41.51	992	269.4126577
41.52	1013	269.6119176
41.53	1026	269.735269
41.54	1023	269.7068033
41.55	1007	269.5549862
41.56	997	269.4601006
41.57	1046	269.9250403
41.58	1038	269.8491318
41.59	1019	269.668849
41.6	1001	269.4980548
41.61	1049	269.953506
41.62	1007	269.5549862
41.63	1025	269.7257804
41.64	1024	269.7162919
41.65	1017	269.6498719
41.66	1027	269.7447576
41.67	1044	269.9060632
41.68	1036	269.8301547
41.69	995	269.4411234
41.7	1009	269.5739634
41.71	1015	269.6308948
41.72	1023	269.7068033
41.73	1027	269.7447576
41.74	1016	269.6403833
41.75	1046	269.9250403
41.76	1058	270.0389031
41.77	1028	269.7542461
41.78	1020	269.6783376
41.79	1017	269.6498719
41.8	1042	269.8870861
41.81	996	269.450612
41.82	967	269.1754436
41.83	1011	269.5929405
41.84	1025	269.7257804
41.85	1041	269.8775975
41.86	1004	269.5265205
41.87	1013	269.6119176
41.88	1029	269.7637347
41.89	1039	269.8586204
41.9	1031	269.7827118
41.91	1016	269.6403833
41.92	1059	270.0483917
41.93	1045	269.9155518
41.94	1041	269.8775975
41.95	1035	269.8206661
41.96	998	269.4695891
41.97	1006	269.5454977
41.98	1012	269.6024291
41.99	999	269.4790777
42	981	269.3082835
42.01	997	269.4601006
42.02	995	269.4411234
42.03	994	269.4316349
42.04	997	269.4601006
42.05	990	269.3936806
42.06	1010	269.5834519
42.07	1016	269.6403833
42.08	1000	269.4885663
42.09	1013	269.6119176
42.1	1022	269.6973147
42.11	1008	269.5644748
42.12	1009	269.5739634
42.13	1038	269.8491318
42.14	1028	269.7542461
42.15	1020	269.6783376
42.16	1010	269.5834519
42.17	1022	269.6973147
42.18	1037	269.8396432
42.19	1042	269.8870861
42.2	1000	269.4885663
42.21	994	269.4316349
42.22	1025	269.7257804
42.23	1046	269.9250403
42.24	1007	269.5549862
42.25	976	269.2608407
42.26	975	269.2513521
42.27	1047	269.9345289
42.28	1003	269.517032
42.29	1018	269.6593605
42.3	1070	270.1527659
42.31	1045	269.9155518
42.32	1045	269.9155518
42.33	1066	270.1148117
42.34	1017	269.6498719
42.35	1003	269.517032
42.36	972	269.2228864
42.37	1017	269.6498719
42.38	1046	269.9250403
42.39	1059	270.0483917
42.4	1057	270.0294146
42.41	1008	269.5644748
42.42	1020	269.6783376
42.43	1051	269.9724832
42.44	1036	269.8301547
42.45	1002	269.5075434
42.46	1009	269.5739634
42.47	1018	269.6593605
42.48	1073	270.1812316
42.49	1036	269.8301547
42.5	1063	270.086346
42.51	1033	269.801689
42.52	992	269.4126577
42.53	1020	269.6783376
42.54	1022	269.6973147
42.55	1008	269.5644748
42.56	1026	269.735269
42.57	1061	270.0673688
42.58	1051	269.9724832
42.59	1015	269.6308948
42.6	1033	269.801689
42.61	1006	269.5454977
42.62	983	269.3272607
42.63	1013	269.6119176
42.64	1051	269.9724832
42.65	1045	269.9155518
42.66	1044	269.9060632
42.67	1004	269.5265205
42.68	1004	269.5265205
42.69	1034	269.8111775
42.7	1050	269.9629946
42.71	994	269.4316349
42.72	1001	269.4980548
42.73	1011	269.5929405
42.74	1019	269.668849
42.75	1026	269.735269
42.76	1075	270.2002087
42.77	1093	270.3710029
42.78	1061	270.0673688
42.79	1003	269.517032
42.8	1027	269.7447576
42.81	1030	269.7732233
42.82	1021	269.6878262
42.83	1051	269.9724832
42.84	1058	270.0389031
42.85	1060	270.0578803
42.86	1013	269.6119176
42.87	987	269.3652149
42.88	970	269.2039093
42.89	996	269.450612
42.9	1012	269.6024291
42.91	1054	270.0009489
42.92	1048	269.9440175
42.93	989	269.384192
42.94	1015	269.6308948
42.95	1016	269.6403833
42.96	977	269.2703293
42.97	1020	269.6783376
42.98	1036	269.8301547
42.99	1012	269.6024291
43	1021	269.6878262
43.01	1054	270.0009489
43.02	1076	270.2096973
43.03	1055	270.0104374
43.04	1022	269.6973147
43.05	1042	269.8870861
43.06	1093	270.3710029
43.07	1047	269.9345289
43.08	1027	269.7447576
43.09	1032	269.7922004
43.1	1010	269.5834519
43.11	1048	269.9440175
43.12	1064	270.0958345
43.13	1080	270.2476516
43.14	1053	269.9914603
43.15	1035	269.8206661
43.16	1029	269.7637347
43.17	1048	269.9440175
43.18	1087	270.3140715
43.19	1072	270.171743
43.2	1019	269.668849
43.21	1031	269.7827118
43.22	1059	270.0483917
43.23	1065	270.1053231
43.24	1074	270.1907202
43.25	1097	270.4089572
43.26	1089	270.3330487
43.27	1124	270.6651485
43.28	1101	270.4469115
43.29	1137	270.7884999
43.3	1225	271.6234937
43.31	1271	272.0599677
43.32	1309	272.4205333
43.33	1342	272.7336559
43.34	1442	273.6825126
43.35	1538	274.5934149
43.36	1515	274.3751779
43.37	1523	274.4510864
43.38	1526	274.4795521
43.39	1530	274.5175064
43.4	1491	274.1474523
43.41	1447	273.7299554
43.42	1399	273.2745042
43.43	1380	273.0942215
43.44	1374	273.0372901
43.45	1374	273.0372901
43.46	1388	273.17013
43.47	1446	273.7204668
43.48	1469	273.9387039
43.49	1523	274.4510864
43.5	1498	274.2138723
43.51	1476	274.0051238
43.52	1386	273.1511529
43.53	1306	272.3920676
43.54	1243	271.7942879
43.55	1201	271.3957681
43.56	1196	271.3483253
43.57	1183	271.2249739
43.58	1184	271.2344625
43.59	1168	271.0826454
43.6	1179	271.1870196
43.61	1159	270.9972483
43.62	1158	270.9877597
43.63	1147	270.8833855
43.64	1111	270.5417971
43.65	1093	270.3710029
43.66	1088	270.3235601
43.67	1080	270.2476516
43.68	1093	270.3710029
43.69	1074	270.1907202
43.7	1047	269.9345289
43.71	1059	270.0483917
43.72	1054	270.0009489
43.73	1016	269.6403833
43.74	1006	269.5454977
43.75	1026	269.735269
43.76	1030	269.7732233
43.77	1051	269.9724832
43.78	1061	270.0673688
43.79	1043	269.8965746
43.8	1043	269.8965746
43.81	1055	270.0104374
43.82	1015	269.6308948
43.83	1017	269.6498719
43.84	1024	269.7162919
43.85	1026	269.735269
43.86	1052	269.9819717
43.87	1046	269.9250403
43.88	1035	269.8206661
43.89	999	269.4790777
43.9	996	269.450612
43.91	1059	270.0483917
43.92	1062	270.0768574
43.93	1036	269.8301547
43.94	1077	270.2191859
43.95	1057	270.0294146
43.96	1044	269.9060632
43.97	1008	269.5644748
43.98	987	269.3652149
43.99	976	269.2608407
44	995	269.4411234
44.01	1014	269.6214062
44.02	1047	269.9345289
44.03	1016	269.6403833
44.04	1008	269.5644748
44.05	1006	269.5454977
44.06	1045	269.9155518
44.07	1043	269.8965746
44.08	1041	269.8775975
44.09	1043	269.8965746
44.1	1041	269.8775975
44.11	1042	269.8870861
44.12	1019	269.668849
44.13	1015	269.6308948
44.14	1036	269.8301547
44.15	1049	269.953506
44.16	1053	269.9914603
44.17	1065	270.1053231
44.18	1047	269.9345289
44.19	1017	269.6498719
44.2	1018	269.6593605
44.21	1038	269.8491318
44.22	1018	269.6593605
44.23	974	269.2418636
44.24	1001	269.4980548
44.25	1011	269.5929405
44.26	1035	269.8206661
44.27	1010	269.5834519
44.28	1003	269.517032
44.29	1031	269.7827118
44.3	1057	270.0294146
44.31	1055	270.0104374
44.32	1052	269.9819717
44.33	1032	269.7922004
44.34	1048	269.9440175
44.35	1044	269.9060632
44.36	1033	269.801689
44.37	1049	269.953506
44.38	1074	270.1907202
44.39	1094	270.3804915
44.4	1094	270.3804915
44.41	1077	270.2191859
44.42	1120	270.6271942
44.43	1122	270.6461714
44.44	1072	270.171743
44.45	1073	270.1812316
44.46	1073	270.1812316
44.47	1043	269.8965746
44.48	1025	269.7257804
44.49	1044	269.9060632
44.5	1035	269.8206661
44.51	1019	269.668849
44.52	1014	269.6214062
44.53	999	269.4790777
44.54	1021	269.6878262
44.55	997	269.4601006
44.56	1027	269.7447576
44.57	1051	269.9724832
44.58	1034	269.8111775
44.59	1034	269.8111775
44.6	1041	269.8775975
44.61	1044	269.9060632
44.62	1058	270.0389031
44.63	997	269.4601006
44.64	991	269.4031692
44.65	1037	269.8396432
44.66	1053	269.9914603
44.67	1062	270.0768574
44.68	1041	269.8775975
44.69	1029	269.7637347
44.7	1053	269.9914603
44.71	1074	270.1907202
44.72	1087	270.3140715
44.73	1058	270.0389031
44.74	1024	269.7162919
44.75	1060	270.0578803
44.76	1089	270.3330487
44.77	1043	269.8965746
44.78	1019	269.668849
44.79	1024	269.7162919
44.8	1041	269.8775975
44.81	1043	269.8965746
44.82	1031	269.7827118
44.83	1030	269.7732233
44.84	1073	270.1812316
44.85	1065	270.1053231
44.86	1021	269.6878262
44.87	1023	269.7068033
44.88	1032	269.7922004
44.89	1016	269.6403833
44.9	1025	269.7257804
44.91	1049	269.953506
44.92	1056	270.019926
44.93	1045	269.9155518
44.94	1032	269.7922004
44.95	1059	270.0483917
44.96	1038	269.8491318
44.97	1043	269.8965746
44.98	1037	269.8396432
44.99	1040	269.8681089
45	1088	270.3235601
45.01	1066	270.1148117
45.02	1051	269.9724832
45.03	1039	269.8586204
45.04	1033	269.801689
45.05	1040	269.8681089
45.06	1052	269.9819717
45.07	1045	269.9155518
45.08	1043	269.8965746
45.09	1044	269.9060632
45.1	1048	269.9440175
45.11	1054	270.0009489
45.12	1068	270.1337888
45.13	1085	270.2950944
45.14	1060	270.0578803
45.15	1052	269.9819717
45.16	1040	269.8681089
45.17	1033	269.801689
45.18	1051	269.9724832
45.19	1055	270.0104374
45.2	1076	270.2096973
45.21	1059	270.0483917
45.22	1055	270.0104374
45.23	1081	270.2571401
45.24	1055	270.0104374
45.25	1036	269.8301547
45.26	1040	269.8681089
45.27	1052	269.9819717
45.28	1061	270.0673688
45.29	1065	270.1053231
45.3	1086	270.304583
45.31	1079	270.238163
45.32	1072	270.171743
45.33	1071	270.1622545
45.34	1055	270.0104374
45.35	1066	270.1148117
45.36	1071	270.1622545
45.37	1038	269.8491318
45.38	1016	269.6403833
45.39	1027	269.7447576
45.4	1057	270.0294146
45.41	1073	270.1812316
45.42	1032	269.7922004
45.43	1007	269.5549862
45.44	1023	269.7068033
45.45	1051	269.9724832
45.46	1028	269.7542461
45.47	1042	269.8870861
45.48	1022	269.6973147
45.49	1022	269.6973147
45.5	1026	269.735269
45.51	1043	269.8965746
45.52	1040	269.8681089
45.53	1048	269.9440175
45.54	1057	270.0294146
45.55	1047	269.9345289
45.56	1047	269.9345289
45.57	1066	270.1148117
45.58	1073	270.1812316
45.59	1061	270.0673688
45.6	1033	269.801689
45.61	1021	269.6878262
45.62	1037	269.8396432
45.63	1050	269.9629946
45.64	1052	269.9819717
45.65	1043	269.8965746
45.66	1024	269.7162919
45.67	993	269.4221463
45.68	1011	269.5929405
45.69	1029	269.7637347
45.7	1040	269.8681089
45.71	1046	269.9250403
45.72	1024	269.7162919
45.73	1021	269.6878262
45.74	1016	269.6403833
45.75	1020	269.6783376
45.76	1023	269.7068033
45.77	1039	269.8586204
45.78	1061	270.0673688
45.79	1071	270.1622545
45.8	1071	270.1622545
45.81	1045	269.9155518
45.82	1044	269.9060632
45.83	1038	269.8491318
45.84	1036	269.8301547
45.85	1079	270.238163
45.86	1090	270.3425372
45.87	1058	270.0389031
45.88	1030	269.7732233
45.89	1039	269.8586204
45.9	1077	270.2191859
45.91	1064	270.0958345
45.92	1053	269.9914603
45.93	1060	270.0578803
45.94	1063	270.086346
45.95	1076	270.2096973
45.96	1056	270.019926
45.97	1043	269.8965746
45.98	1054	270.0009489
45.99	1048	269.9440175
46	1059	270.0483917
46.01	1044	269.9060632
46.02	1023	269.7068033
46.03	1035	269.8206661
46.04	1022	269.6973147
46.05	1026	269.735269
46.06	1058	270.0389031
46.07	1061	270.0673688
46.08	1069	270.1432774
46.09	1052	269.9819717
46.1	1041	269.8775975
46.11	1048	269.9440175
46.12	1052	269.9819717
46.13	1064	270.0958345
46.14	1069	270.1432774
46.15	1061	270.0673688
46.16	1049	269.953506
46.17	1046	269.9250403
46.18	1050	269.9629946
46.19	1056	270.019926
46.2	1058	270.0389031
46.21	1060	270.0578803
46.22	1064	270.0958345
46.23	1072	270.171743
46.24	1050	269.9629946
46.25	1027	269.7447576
46.26	1037	269.8396432
46.27	1076	270.2096973
46.28	1098	270.4184458
46.29	1056	270.019926
46.3	1037	269.8396432
46.31	1044	269.9060632
46.32	1020	269.6783376
46.33	1007	269.5549862
46.34	1043	269.8965746
46.35	1083	270.2761173
46.36	1065	270.1053231
46.37	1046	269.9250403
46.38	1059	270.0483917
46.39	1055	270.0104374
46.4	1035	269.8206661
46.41	1048	269.9440175
46.42	1065	270.1053231
46.43	1063	270.086346
46.44	1077	270.2191859
46.45	1101	270.4469115
46.46	1113	270.5607743
46.47	1076	270.2096973
46.48	1039	269.8586204
46.49	1039	269.8586204
46.5	1083	270.2761173
46.51	1086	270.304583
46.52	1042	269.8870861
46.53	1042	269.8870861
46.54	1074	270.1907202
46.55	1086	270.304583
46.56	1051	269.9724832
46.57	1040	269.8681089
46.58	1058	270.0389031
46.59	1066	270.1148117
46.6	1071	270.1622545
46.61	1069	270.1432774
46.62	1067	270.1243002
46.63	1055	270.0104374
46.64	1038	269.8491318
46.65	1044	269.9060632
46.66	1067	270.1243002
46.67	1071	270.1622545
46.68	1077	270.2191859
46.69	1061	270.0673688
46.7	1057	270.0294146
46.71	1054	270.0009489
46.72	1042	269.8870861
46.73	1052	269.9819717
46.74	1073	270.1812316
46.75	1058	270.0389031
46.76	1036	269.8301547
46.77	1065	270.1053231
46.78	1071	270.1622545
46.79	1066	270.1148117
46.8	1071	270.1622545
46.81	1088	270.3235601
46.82	1111	270.5417971
46.83	1088	270.3235601
46.84	1042	269.8870861
46.85	1026	269.735269
46.86	1046	269.9250403
46.87	1063	270.086346
46.88	1056	270.019926
46.89	1048	269.9440175
46.9	1047	269.9345289
46.91	1045	269.9155518
46.92	1069	270.1432774
46.93	1061	270.0673688
46.94	1077	270.2191859
46.95	1131	270.7315685
46.96	1120	270.6271942
46.97	1073	270.1812316
46.98	1046	269.9250403
46.99	1060	270.0578803
47	1078	270.2286744
47.01	1086	270.304583
47.02	1087	270.3140715
47.03	1074	270.1907202
47.04	1059	270.0483917
47.05	1067	270.1243002
47.06	1089	270.3330487
47.07	1085	270.2950944
47.08	1060	270.0578803
47.09	1047	269.9345289
47.1	1058	270.0389031
47.11	1064	270.0958345
47.12	1056	270.019926
47.13	1062	270.0768574
47.14	1079	270.238163
47.15	1082	270.2666287
47.16	1085	270.2950944
47.17	1096	270.3994686
47.18	1097	270.4089572
47.19	1093	270.3710029
47.2	1075	270.2002087
47.21	1067	270.1243002
47.22	1076	270.2096973
47.23	1078	270.2286744
47.24	1082	270.2666287
47.25	1078	270.2286744
47.26	1059	270.0483917
47.27	1075	270.2002087
47.28	1100	270.4374229
47.29	1063	270.086346
47.3	1036	269.8301547
47.31	1031	269.7827118
47.32	1048	269.9440175
47.33	1069	270.1432774
47.34	1069	270.1432774
47.35	1076	270.2096973
47.36	1067	270.1243002
47.37	1061	270.0673688
47.38	1048	269.9440175
47.39	1043	269.8965746
47.4	1074	270.1907202
47.41	1090	270.3425372
47.42	1087	270.3140715
47.43	1095	270.3899801
47.44	1107	270.5038429
47.45	1091	270.3520258
47.46	1075	270.2002087
47.47	1073	270.1812316
47.48	1105	270.4848657
47.49	1140	270.8169656
47.5	1135	270.7695227
47.51	1090	270.3425372
47.52	1080	270.2476516
47.53	1098	270.4184458
47.54	1094	270.3804915
47.55	1096	270.3994686
47.56	1080	270.2476516
47.57	1078	270.2286744
47.58	1079	270.238163
47.59	1065	270.1053231
47.6	1063	270.086346
47.61	1091	270.3520258
47.62	1096	270.3994686
47.63	1081	270.2571401
47.64	1068	270.1337888
47.65	1058	270.0389031
47.66	1044	269.9060632
47.67	1051	269.9724832
47.68	1075	270.2002087
47.69	1069	270.1432774
47.7	1083	270.2761173
47.71	1122	270.6461714
47.72	1108	270.5133314
47.73	1098	270.4184458
47.74	1134	270.7600342
47.75	1116	270.58924
47.76	1074	270.1907202
47.77	1066	270.1148117
47.78	1062	270.0768574
47.79	1078	270.2286744
47.8	1108	270.5133314
47.81	1128	270.7031028
47.82	1110	270.5323086
47.83	1097	270.4089572
47.84	1091	270.3520258
47.85	1103	270.4658886
47.86	1105	270.4848657
47.87	1107	270.5038429
47.88	1124	270.6651485
47.89	1127	270.6936142
47.9	1092	270.3615144
47.91	1079	270.238163
47.92	1086	270.304583
47.93	1096	270.3994686
47.94	1110	270.5323086
47.95	1109	270.52282
47.96	1112	270.5512857
47.97	1112	270.5512857
47.98	1094	270.3804915
47.99	1085	270.2950944
48	1074	270.1907202
48.01	1088	270.3235601
48.02	1103	270.4658886
48.03	1067	270.1243002
48.04	1064	270.0958345
48.05	1079	270.238163
48.06	1076	270.2096973
48.07	1093	270.3710029
48.08	1096	270.3994686
48.09	1097	270.4089572
48.1	1093	270.3710029
48.11	1091	270.3520258
48.12	1101	270.4469115
48.13	1125	270.6746371
48.14	1142	270.8359427
48.15	1104	270.4753772
48.16	1089	270.3330487
48.17	1098	270.4184458
48.18	1084	270.2856058
48.19	1084	270.2856058
48.2	1085	270.2950944
48.21	1075	270.2002087
48.22	1089	270.3330487
48.23	1137	270.7884999
48.24	1123	270.6556599
48.25	1114	270.5702628
48.26	1105	270.4848657
48.27	1118	270.6082171
48.28	1136	270.7790113
48.29	1135	270.7695227
48.3	1114	270.5702628
48.31	1108	270.5133314
48.32	1118	270.6082171
48.33	1129	270.7125913
48.34	1116	270.58924
48.35	1119	270.6177057
48.36	1142	270.8359427
48.37	1135	270.7695227
48.38	1069	270.1432774
48.39	1066	270.1148117
48.4	1108	270.5133314
48.41	1124	270.6651485
48.42	1114	270.5702628
48.43	1081	270.2571401
48.44	1091	270.3520258
48.45	1123	270.6556599
48.46	1148	270.8928741
48.47	1166	271.0636683
48.48	1191	271.3008824
48.49	1195	271.3388367
48.5	1175	271.1490654
48.51	1169	271.092134
48.52	1150	270.9118512
48.53	1154	270.9498055
48.54	1128	270.7031028
48.55	1118	270.6082171
48.56	1101	270.4469115
48.57	1107	270.5038429
48.58	1124	270.6651485
48.59	1137	270.7884999
48.6	1133	270.7505456
48.61	1130	270.7220799
48.62	1134	270.7600342
48.63	1132	270.741057
48.64	1088	270.3235601
48.65	1116	270.58924
48.66	1139	270.807477
48.67	1120	270.6271942
48.68	1101	270.4469115
48.69	1105	270.4848657
48.7	1101	270.4469115
48.71	1105	270.4848657
48.72	1113	270.5607743
48.73	1113	270.5607743
48.74	1123	270.6556599
48.75	1112	270.5512857
48.76	1091	270.3520258
48.77	1100	270.4374229
48.78	1113	270.5607743
48.79	1107	270.5038429
48.8	1089	270.3330487
48.81	1084	270.2856058
48.82	1086	270.304583
48.83	1112	270.5512857
48.84	1154	270.9498055
48.85	1132	270.741057
48.86	1120	270.6271942
48.87	1113	270.5607743
48.88	1091	270.3520258
48.89	1109	270.52282
48.9	1091	270.3520258
48.91	1121	270.6366828
48.92	1138	270.7979884
48.93	1150	270.9118512
48.94	1131	270.7315685
48.95	1101	270.4469115
48.96	1120	270.6271942
48.97	1105	270.4848657
48.98	1102	270.4564
48.99	1122	270.6461714
49	1161	271.0162254
49.01	1162	271.025714
49.02	1142	270.8359427
49.03	1105	270.4848657
49.04	1171	271.1111111
49.05	1134	270.7600342
49.06	1129	270.7125913
49.07	1149	270.9023627
49.08	1137	270.7884999
49.09	1156	270.9687826
49.1	1175	271.1490654
49.11	1177	271.1680425
49.12	1127	270.6936142
49.13	1137	270.7884999
49.14	1175	271.1490654
49.15	1180	271.1965082
49.16	1189	271.2819053
49.17	1187	271.2629282
49.18	1183	271.2249739
49.19	1161	271.0162254
49.2	1153	270.9403169
49.21	1178	271.1775311
49.22	1191	271.3008824
49.23	1194	271.3293481
49.24	1198	271.3673024
49.25	1239	271.7563336
49.26	1243	271.7942879
49.27	1203	271.4147452
49.28	1227	271.6424708
49.29	1237	271.7373565
49.3	1269	272.0409906
49.31	1275	272.097922
49.32	1238	271.7468451
49.33	1278	272.1263877
49.34	1339	272.7051902
49.35	1385	273.1416643
49.36	1497	274.2043837
49.37	1634	275.5043173
49.38	1777	276.8611823
49.39	2027	279.2333238
49.4	2437	283.123636
49.41	2972	288.200019
49.42	3588	294.0449758
49.43	4271	300.5256666
49.44	4942	306.8924945
49.45	5395	311.1908151
49.46	5525	312.4243287
49.47	5271	310.0142328
49.48	4693	304.5298415
49.49	3989	297.8498909
49.5	3332	291.6159028
49.51	2767	286.2548629
49.52	2469	283.4272701
49.53	2388	282.6586963
49.54	2429	283.0477275
49.55	2571	284.3951039
49.56	2822	286.776734
49.57	3125	289.6517696
49.58	3375	292.0239112
49.59	3475	292.9727678
49.6	3343	291.7202771
49.61	3027	288.7218901
49.62	2597	284.6418066
49.63	2232	281.1784799
49.64	1906	278.0852073
49.65	1679	275.9313028
49.66	1497	274.2043837
49.67	1412	273.3978556
49.68	1366	272.9613815
49.69	1327	272.5913275
49.7	1276	272.1074106
49.71	1220	271.5760509
49.72	1214	271.5191195
49.73	1229	271.661448
49.74	1217	271.5475852
49.75	1207	271.4526995
49.76	1228	271.6519594
49.77	1208	271.4621881
49.78	1191	271.3008824
49.79	1172	271.1205997
49.8	1153	270.9403169
49.81	1180	271.1965082
49.82	1201	271.3957681
49.83	1165	271.0541797
49.84	1150	270.9118512
49.85	1126	270.6841256
49.86	1134	270.7600342
49.87	1155	270.9592941
49.88	1151	270.9213398
49.89	1172	271.1205997
49.9	1145	270.8644084
49.91	1124	270.6651485
49.92	1128	270.7031028
49.93	1161	271.0162254
49.94	1213	271.5096309
49.95	1129	270.7125913
49.96	1119	270.6177057
49.97	1127	270.6936142
49.98	1118	270.6082171
49.99	1112	270.5512857
50	1127	270.6936142
50.01	1134	270.7600342
50.02	1105	270.4848657
50.03	1112	270.5512857
50.04	1134	270.7600342
50.05	1104	270.4753772
50.06	1106	270.4943543
50.07	1131	270.7315685
50.08	1128	270.7031028
50.09	1146	270.873897
50.1	1154	270.9498055
50.11	1134	270.7600342
50.12	1177	271.1680425
50.13	1194	271.3293481
50.14	1173	271.1300882
50.15	1157	270.9782712
50.16	1130	270.7220799
50.17	1127	270.6936142
50.18	1107	270.5038429
50.19	1116	270.58924
50.2	1113	270.5607743
50.21	1148	270.8928741
50.22	1129	270.7125913
50.23	1130	270.7220799
50.24	1135	270.7695227
50.25	1110	270.5323086
50.26	1118	270.6082171
50.27	1146	270.873897
50.28	1139	270.807477
50.29	1113	270.5607743
50.3	1119	270.6177057
50.31	1105	270.4848657
50.32	1098	270.4184458
50.33	1126	270.6841256
50.34	1113	270.5607743
50.35	1148	270.8928741
50.36	1164	271.0446911
50.37	1133	270.7505456
50.38	1085	270.2950944
50.39	1099	270.4279343
50.4	1079	270.238163
50.41	1064	270.0958345
50.42	1115	270.5797514
50.43	1123	270.6556599
50.44	1150	270.9118512
50.45	1143	270.8454313
50.46	1088	270.3235601
50.47	1128	270.7031028
50.48	1133	270.7505456
50.49	1117	270.5987285
50.5	1147	270.8833855
50.51	1156	270.9687826
50.52	1170	271.1016225
50.53	1173	271.1300882
50.54	1155	270.9592941
50.55	1164	271.0446911
50.56	1143	270.8454313
50.57	1115	270.5797514
50.58	1121	270.6366828
50.59	1113	270.5607743
50.6	1107	270.5038429
50.61	1164	271.0446911
50.62	1137	270.7884999
50.63	1117	270.5987285
50.64	1108	270.5133314
50.65	1127	270.6936142
50.66	1099	270.4279343
50.67	1109	270.52282
50.68	1157	270.9782712
50.69	1156	270.9687826
50.7	1129	270.7125913
50.71	1091	270.3520258
50.72	1091	270.3520258
50.73	1129	270.7125913
50.74	1142	270.8359427
50.75	1108	270.5133314
50.76	1099	270.4279343
50.77	1112	270.5512857
50.78	1083	270.2761173
50.79	1109	270.52282
50.8	1130	270.7220799
50.81	1126	270.6841256
50.82	1153	270.9403169
50.83	1141	270.8264541
50.84	1104	270.4753772
50.85	1100	270.4374229
50.86	1136	270.7790113
50.87	1175	271.1490654
50.88	1167	271.0731568
50.89	1154	270.9498055
50.9	1118	270.6082171
50.91	1106	270.4943543
50.92	1125	270.6746371
50.93	1155	270.9592941
50.94	1131	270.7315685
50.95	1100	270.4374229
50.96	1085	270.2950944
50.97	1160	271.0067369
50.98	1130	270.7220799
50.99	1091	270.3520258
51	1116	270.58924
51.01	1132	270.741057
51.02	1132	270.741057
51.03	1122	270.6461714
51.04	1134	270.7600342
51.05	1146	270.873897
51.06	1145	270.8644084
51.07	1099	270.4279343
51.08	1119	270.6177057
51.09	1175	271.1490654
51.1	1135	270.7695227
51.11	1103	270.4658886
51.12	1108	270.5133314
51.13	1096	270.3994686
51.14	1143	270.8454313
51.15	1103	270.4658886
51.16	1142	270.8359427
51.17	1134	270.7600342
51.18	1146	270.873897
51.19	1176	271.1585539
51.2	1189	271.2819053
51.21	1150	270.9118512
51.22	1118	270.6082171
51.23	1109	270.52282
51.24	1139	270.807477
51.25	1111	270.5417971
51.26	1132	270.741057
51.27	1170	271.1016225
51.28	1146	270.873897
51.29	1137	270.7884999
51.3	1138	270.7979884
51.31	1164	271.0446911
51.32	1188	271.2724167
51.33	1160	271.0067369
51.34	1146	270.873897
51.35	1145	270.8644084
51.36	1168	271.0826454
51.37	1134	270.7600342
51.38	1124	270.6651485
51.39	1149	270.9023627
51.4	1158	270.9877597
51.41	1205	271.4337224
51.42	1194	271.3293481
51.43	1173	271.1300882
51.44	1128	270.7031028
51.45	1171	271.1111111
51.46	1172	271.1205997
51.47	1135	270.7695227
51.48	1110	270.5323086
51.49	1115	270.5797514
51.5	1131	270.7315685
51.51	1097	270.4089572
51.52	1108	270.5133314
51.53	1112	270.5512857
51.54	1126	270.6841256
51.55	1153	270.9403169
51.56	1134	270.7600342
51.57	1112	270.5512857
51.58	1095	270.3899801
51.59	1156	270.9687826
51.6	1141	270.8264541
51.61	1116	270.58924
51.62	1134	270.7600342
51.63	1135	270.7695227
51.64	1173	271.1300882
51.65	1162	271.025714
51.66	1149	270.9023627
51.67	1138	270.7979884
51.68	1124	270.6651485
51.69	1122	270.6461714
51.7	1126	270.6841256
51.71	1155	270.9592941
51.72	1176	271.1585539
51.73	1152	270.9308284
51.74	1156	270.9687826
51.75	1159	270.9972483
51.76	1126	270.6841256
51.77	1121	270.6366828
51.78	1170	271.1016225
51.79	1140	270.8169656
51.8	1126	270.6841256
51.81	1133	270.7505456
51.82	1144	270.8549198
51.83	1168	271.0826454
51.84	1160	271.0067369
51.85	1144	270.8549198
