Sample	äwê∂é¿å±3TM_NH3	
Comments	 	
Filename	C:\Users\User1\Desktop\DATA\äwê∂é¿å±3TM\äwê∂é¿å±3TM_NH3_2É∆_É∆.raw	
Goniometer	MiniFlex 300/600 +	
Attachment	âÒì]ééóøë‰	
Monochromater	None	
X	0	
Y	0	
Z	0	
ScanningMode	2Theta/Theta	
ScanningType	Continuos Scanning	
X-Ray	40kV/15mA	
IHS	5.0mm	
DS	1.250deg	
SS	13.0mm(Open)	
RS	13.0mm(Open)	
K-beta(x1)		
Start	20	
Stop	80	
Step	0.01	
Speed	1	
Offset	0	10539
29.94	884	268.3878926
29.95	870	268.2550527
29.96	848	268.0463042
29.97	862	268.1791441
29.98	870	268.2550527
29.99	880	268.3499383
30	869	268.2455641
30.01	838	267.9514185
30.02	853	268.093747
30.03	848	268.0463042
30.04	857	268.1317013
30.05	859	268.1506784
30.06	858	268.1411899
30.07	876	268.3119841
30.08	880	268.3499383
30.09	876	268.3119841
30.1	877	268.3214726
30.11	883	268.378404
30.12	893	268.4732897
30.13	888	268.4258469
30.14	892	268.4638011
30.15	887	268.4163583
30.16	919	268.7199924
30.17	937	268.8907866
30.18	918	268.7105038
30.19	900	268.5397096
30.2	890	268.444824
30.21	927	268.7959009
30.22	954	269.0520922
30.23	992	269.4126577
30.24	1032	269.7922004
30.25	1110	270.5323086
30.26	1251	271.8701964
30.27	1377	273.0657558
30.28	1445	273.7109783
30.29	1490	274.1379638
30.3	1508	274.3087579
30.31	1446	273.7204668
30.32	1361	272.9139387
30.33	1297	272.3066705
30.34	1282	272.164342
30.35	1255	271.9081507
30.36	1203	271.4147452
30.37	1204	271.4242338
30.38	1214	271.5191195
30.39	1157	270.9782712
30.4	1072	270.171743
30.41	1003	269.517032
30.42	944	268.9572066
30.43	927	268.7959009
30.44	942	268.9382294
30.45	940	268.9192523
30.46	912	268.6535724
30.47	890	268.444824
30.48	872	268.2740298
30.49	887	268.4163583
30.5	907	268.6061296
30.51	904	268.5776639
30.52	883	268.378404
30.53	858	268.1411899
30.54	848	268.0463042
30.55	858	268.1411899
30.56	863	268.1886327
30.57	847	268.0368156
30.58	845	268.0178385
30.59	840	267.9703957
30.6	866	268.2170984
30.61	875	268.3024955
30.62	871	268.2645412
30.63	881	268.3594269
30.64	876	268.3119841
30.65	871	268.2645412
30.66	889	268.4353354
30.67	901	268.5491982
30.68	890	268.444824
30.69	881	268.3594269
30.7	880	268.3499383
30.71	895	268.4922668
30.72	873	268.2835184
30.73	849	268.0557928
30.74	852	268.0842585
30.75	880	268.3499383
30.76	878	268.3309612
30.77	916	268.6915267
30.78	904	268.5776639
30.79	892	268.4638011
30.8	879	268.3404498
30.81	899	268.5302211
30.82	895	268.4922668
30.83	904	268.5776639
30.84	898	268.5207325
30.85	890	268.444824
30.86	874	268.2930069
30.87	857	268.1317013
30.88	846	268.0273271
30.89	851	268.0747699
30.9	859	268.1506784
30.91	887	268.4163583
30.92	910	268.6345953
30.93	903	268.5681753
30.94	896	268.5017554
30.95	870	268.2550527
30.96	866	268.2170984
30.97	880	268.3499383
30.98	861	268.1696556
30.99	886	268.4068697
31	883	268.378404
31.01	868	268.2360755
31.02	854	268.1032356
31.03	830	267.87551
31.04	844	268.0083499
31.05	878	268.3309612
31.06	886	268.4068697
31.07	888	268.4258469
31.08	866	268.2170984
31.09	864	268.1981213
31.1	853	268.093747
31.11	822	267.7996015
31.12	834	267.9134643
31.13	864	268.1981213
31.14	907	268.6061296
31.15	912	268.6535724
31.16	905	268.5871525
31.17	892	268.4638011
31.18	909	268.6251067
31.19	913	268.663061
31.2	887	268.4163583
31.21	873	268.2835184
31.22	884	268.3878926
31.23	895	268.4922668
31.24	887	268.4163583
31.25	873	268.2835184
31.26	881	268.3594269
31.27	887	268.4163583
31.28	846	268.0273271
31.29	855	268.1127242
31.3	876	268.3119841
31.31	881	268.3594269
31.32	897	268.511244
31.33	903	268.5681753
31.34	895	268.4922668
31.35	884	268.3878926
31.36	879	268.3404498
31.37	867	268.226587
31.38	885	268.3973812
31.39	896	268.5017554
31.4	874	268.2930069
31.41	892	268.4638011
31.42	897	268.511244
31.43	897	268.511244
31.44	890	268.444824
31.45	857	268.1317013
31.46	892	268.4638011
31.47	889	268.4353354
31.48	908	268.6156182
31.49	904	268.5776639
31.5	884	268.3878926
31.51	884	268.3878926
31.52	881	268.3594269
31.53	868	268.2360755
31.54	868	268.2360755
31.55	878	268.3309612
31.56	883	268.378404
31.57	877	268.3214726
31.58	861	268.1696556
31.59	856	268.1222127
31.6	855	268.1127242
31.61	863	268.1886327
31.62	904	268.5776639
31.63	893	268.4732897
31.64	900	268.5397096
31.65	898	268.5207325
31.66	885	268.3973812
31.67	914	268.6725496
31.68	923	268.7579467
31.69	848	268.0463042
31.7	849	268.0557928
31.71	879	268.3404498
31.72	873	268.2835184
31.73	884	268.3878926
31.74	889	268.4353354
31.75	872	268.2740298
31.76	850	268.0652813
31.77	868	268.2360755
31.78	887	268.4163583
31.79	878	268.3309612
31.8	848	268.0463042
31.81	860	268.160167
31.82	889	268.4353354
31.83	899	268.5302211
31.84	885	268.3973812
31.85	883	268.378404
31.86	901	268.5491982
31.87	921	268.7389695
31.88	896	268.5017554
31.89	868	268.2360755
31.9	846	268.0273271
31.91	847	268.0368156
31.92	887	268.4163583
31.93	917	268.7010153
31.94	902	268.5586868
31.95	884	268.3878926
31.96	873	268.2835184
31.97	890	268.444824
31.98	909	268.6251067
31.99	887	268.4163583
32	875	268.3024955
32.01	881	268.3594269
32.02	904	268.5776639
32.03	914	268.6725496
32.04	926	268.7864124
32.05	927	268.7959009
32.06	946	268.9761837
32.07	956	269.0710694
32.08	959	269.0995351
32.09	962	269.1280008
32.1	974	269.2418636
32.11	975	269.2513521
32.12	993	269.4221463
32.13	1000	269.4885663
32.14	968	269.1849322
32.15	925	268.7769238
32.16	914	268.6725496
32.17	953	269.0426037
32.18	953	269.0426037
32.19	941	268.9287409
32.2	949	269.0046494
32.21	945	268.9666951
32.22	924	268.7674352
32.23	916	268.6915267
32.24	942	268.9382294
32.25	913	268.663061
32.26	870	268.2550527
32.27	873	268.2835184
32.28	912	268.6535724
32.29	952	269.0331151
32.3	931	268.8338552
32.31	923	268.7579467
32.32	909	268.6251067
32.33	905	268.5871525
32.34	921	268.7389695
32.35	946	268.9761837
32.36	921	268.7389695
32.37	916	268.6915267
32.38	924	268.7674352
32.39	933	268.8528323
32.4	946	268.9761837
32.41	940	268.9192523
32.42	937	268.8907866
32.43	912	268.6535724
32.44	895	268.4922668
32.45	914	268.6725496
32.46	908	268.6156182
32.47	921	268.7389695
32.48	940	268.9192523
32.49	930	268.8243666
32.5	915	268.6820381
32.51	896	268.5017554
32.52	921	268.7389695
32.53	916	268.6915267
32.54	885	268.3973812
32.55	871	268.2645412
32.56	903	268.5681753
32.57	922	268.7484581
32.58	908	268.6156182
32.59	909	268.6251067
32.6	942	268.9382294
32.61	983	269.3272607
32.62	958	269.0900465
32.63	933	268.8528323
32.64	952	269.0331151
32.65	949	269.0046494
32.66	952	269.0331151
32.67	970	269.2039093
32.68	979	269.2893064
32.69	950	269.014138
32.7	954	269.0520922
32.71	963	269.1374893
32.72	950	269.014138
32.73	950	269.014138
32.74	959	269.0995351
32.75	959	269.0995351
32.76	970	269.2039093
32.77	987	269.3652149
32.78	989	269.384192
32.79	972	269.2228864
32.8	952	269.0331151
32.81	954	269.0520922
32.82	970	269.2039093
32.83	974	269.2418636
32.84	981	269.3082835
32.85	991	269.4031692
32.86	975	269.2513521
32.87	955	269.0615808
32.88	983	269.3272607
32.89	1011	269.5929405
32.9	1024	269.7162919
32.91	1041	269.8775975
32.92	1057	270.0294146
32.93	1051	269.9724832
32.94	1034	269.8111775
32.95	1028	269.7542461
32.96	1049	269.953506
32.97	1058	270.0389031
32.98	1102	270.4564
32.99	1154	270.9498055
33	1186	271.2534396
33.01	1213	271.5096309
33.02	1218	271.5570737
33.03	1242	271.7847993
33.04	1285	272.1928077
33.05	1316	272.4869532
33.06	1421	273.4832527
33.07	1602	275.2006832
33.08	1796	277.041465
33.09	2166	280.5522346
33.1	2793	286.5015656
33.11	3693	295.0412753
33.12	4963	307.0917544
33.13	6672	323.3077142
33.14	8521	340.8520733
33.15	9952	354.4302116
33.16	10539	360
33.17	9830	353.2726065
33.18	8383	339.5426511
33.19	6894	325.4141759
33.2	5815	315.1760129
33.21	5367	310.9251352
33.22	5441	311.6272891
33.23	5773	314.7774931
33.24	5906	316.0394724
33.25	5683	313.9235222
33.26	5086	308.2588481
33.27	4143	299.3111301
33.28	3198	290.344435
33.29	2463	283.3703387
33.3	1926	278.2749787
33.31	1605	275.2291489
33.32	1418	273.454787
33.33	1300	272.3351362
33.34	1194	271.3293481
33.35	1146	270.873897
33.36	1138	270.7979884
33.37	1121	270.6366828
33.38	1091	270.3520258
33.39	1066	270.1148117
33.4	1068	270.1337888
33.41	1048	269.9440175
33.42	1013	269.6119176
33.43	1020	269.6783376
33.44	1038	269.8491318
33.45	1010	269.5834519
33.46	968	269.1849322
33.47	980	269.298795
33.48	985	269.3462378
33.49	971	269.2133979
33.5	978	269.2798178
33.51	996	269.450612
33.52	1001	269.4980548
33.53	995	269.4411234
33.54	990	269.3936806
33.55	987	269.3652149
33.56	972	269.2228864
33.57	961	269.1185122
33.58	980	269.298795
33.59	993	269.4221463
33.6	1000	269.4885663
33.61	982	269.3177721
33.62	961	269.1185122
33.63	974	269.2418636
33.64	964	269.1469779
33.65	926	268.7864124
33.66	943	268.947718
33.67	962	269.1280008
33.68	924	268.7674352
33.69	901	268.5491982
33.7	913	268.663061
33.71	909	268.6251067
33.72	912	268.6535724
33.73	901	268.5491982
33.74	913	268.663061
33.75	921	268.7389695
33.76	908	268.6156182
33.77	908	268.6156182
33.78	910	268.6345953
33.79	926	268.7864124
33.8	916	268.6915267
33.81	910	268.6345953
33.82	902	268.5586868
33.83	890	268.444824
33.84	901	268.5491982
33.85	898	268.5207325
33.86	902	268.5586868
33.87	900	268.5397096
33.88	916	268.6915267
33.89	941	268.9287409
33.9	940	268.9192523
33.91	935	268.8718095
33.92	953	269.0426037
33.93	976	269.2608407
33.94	940	268.9192523
33.95	914	268.6725496
33.96	910	268.6345953
33.97	908	268.6156182
33.98	916	268.6915267
33.99	915	268.6820381
34	933	268.8528323
34.01	957	269.0805579
34.02	967	269.1754436
34.03	929	268.8148781
34.04	909	268.6251067
34.05	925	268.7769238
34.06	927	268.7959009
34.07	905	268.5871525
34.08	885	268.3973812
34.09	901	268.5491982
34.1	920	268.729481
34.11	940	268.9192523
34.12	938	268.9002752
34.13	905	268.5871525
34.14	907	268.6061296
34.15	934	268.8623209
34.16	942	268.9382294
34.17	946	268.9761837
34.18	939	268.9097637
34.19	918	268.7105038
34.2	931	268.8338552
34.21	957	269.0805579
34.22	942	268.9382294
34.23	911	268.6440839
34.24	901	268.5491982
34.25	917	268.7010153
34.26	925	268.7769238
34.27	933	268.8528323
34.28	925	268.7769238
34.29	939	268.9097637
34.3	949	269.0046494
34.31	926	268.7864124
34.32	924	268.7674352
34.33	934	268.8623209
34.34	924	268.7674352
34.35	910	268.6345953
34.36	913	268.663061
34.37	917	268.7010153
34.38	920	268.729481
34.39	913	268.663061
34.4	909	268.6251067
34.41	927	268.7959009
34.42	934	268.8623209
34.43	933	268.8528323
34.44	924	268.7674352
34.45	934	268.8623209
34.46	952	269.0331151
34.47	951	269.0236265
34.48	956	269.0710694
34.49	935	268.8718095
34.5	909	268.6251067
34.51	919	268.7199924
34.52	937	268.8907866
34.53	938	268.9002752
34.54	936	268.881298
34.55	957	269.0805579
34.56	969	269.1944207
34.57	960	269.1090236
34.58	944	268.9572066
34.59	921	268.7389695
34.6	914	268.6725496
34.61	911	268.6440839
34.62	928	268.8053895
34.63	958	269.0900465
34.64	961	269.1185122
34.65	946	268.9761837
34.66	937	268.8907866
34.67	905	268.5871525
34.68	901	268.5491982
34.69	926	268.7864124
34.7	939	268.9097637
34.71	959	269.0995351
34.72	964	269.1469779
34.73	936	268.881298
34.74	916	268.6915267
34.75	918	268.7105038
34.76	912	268.6535724
34.77	912	268.6535724
34.78	929	268.8148781
34.79	944	268.9572066
34.8	958	269.0900465
34.81	956	269.0710694
34.82	955	269.0615808
34.83	953	269.0426037
34.84	940	268.9192523
34.85	943	268.947718
34.86	959	269.0995351
34.87	968	269.1849322
34.88	942	268.9382294
34.89	918	268.7105038
34.9	923	268.7579467
34.91	947	268.9856723
34.92	944	268.9572066
34.93	940	268.9192523
34.94	971	269.2133979
34.95	975	269.2513521
34.96	945	268.9666951
34.97	950	269.014138
34.98	958	269.0900465
34.99	952	269.0331151
35	961	269.1185122
35.01	962	269.1280008
35.02	954	269.0520922
35.03	934	268.8623209
35.04	937	268.8907866
35.05	959	269.0995351
35.06	964	269.1469779
35.07	963	269.1374893
35.08	975	269.2513521
35.09	972	269.2228864
35.1	945	268.9666951
35.11	937	268.8907866
35.12	946	268.9761837
35.13	971	269.2133979
35.14	1004	269.5265205
35.15	1000	269.4885663
35.16	995	269.4411234
35.17	1011	269.5929405
35.18	1014	269.6214062
35.19	1025	269.7257804
35.2	1028	269.7542461
35.21	1010	269.5834519
35.22	998	269.4695891
35.23	999	269.4790777
35.24	1025	269.7257804
35.25	1024	269.7162919
35.26	981	269.3082835
35.27	970	269.2039093
35.28	1003	269.517032
35.29	1030	269.7732233
35.3	1045	269.9155518
35.31	1048	269.9440175
35.32	1043	269.8965746
35.33	1053	269.9914603
35.34	1052	269.9819717
35.35	1024	269.7162919
35.36	1003	269.517032
35.37	1027	269.7447576
35.38	1031	269.7827118
35.39	1007	269.5549862
35.4	1044	269.9060632
35.41	1078	270.2286744
35.42	1088	270.3235601
35.43	1104	270.4753772
35.44	1122	270.6461714
35.45	1127	270.6936142
35.46	1145	270.8644084
35.47	1188	271.2724167
35.48	1193	271.3198596
35.49	1199	271.376791
35.5	1263	271.9840592
35.51	1369	272.9898472
35.52	1467	273.9197267
35.53	1574	274.9350033
35.54	1749	276.5955024
35.55	2042	279.3756523
35.56	2566	284.3476611
35.57	3337	291.6633457
35.58	4279	300.6015751
35.59	5476	311.9593889
35.6	6884	325.3192903
35.61	8106	336.9143182
35.62	8806	343.5563146
35.63	8831	343.7935288
35.64	8204	337.8441977
35.65	7274	329.0198311
35.66	6612	322.7384002
35.67	6386	320.5939842
35.68	6390	320.6319385
35.69	6475	321.4384666
35.7	6589	322.5201632
35.71	6598	322.6055603
35.72	6196	318.7911567
35.73	5457	311.7791062
35.74	4647	304.0933675
35.75	3904	297.0433627
35.76	3375	292.0239112
35.77	3042	288.8642186
35.78	2696	285.5811747
35.79	2403	282.8010248
35.8	2161	280.5047917
35.81	1908	278.1041845
35.82	1679	275.9313028
35.83	1513	274.3562008
35.84	1394	273.2270614
35.85	1288	272.2212734
35.86	1240	271.7658222
35.87	1207	271.4526995
35.88	1145	270.8644084
35.89	1114	270.5702628
35.9	1119	270.6177057
35.91	1116	270.58924
35.92	1080	270.2476516
35.93	1065	270.1053231
35.94	1058	270.0389031
35.95	1039	269.8586204
35.96	1068	270.1337888
35.97	1083	270.2761173
35.98	1065	270.1053231
35.99	1054	270.0009489
36	1050	269.9629946
36.01	1046	269.9250403
36.02	1026	269.735269
36.03	1007	269.5549862
36.04	1009	269.5739634
36.05	1013	269.6119176
36.06	1002	269.5075434
36.07	987	269.3652149
36.08	996	269.450612
36.09	1020	269.6783376
36.1	1014	269.6214062
36.11	998	269.4695891
36.12	1001	269.4980548
36.13	994	269.4316349
36.14	983	269.3272607
36.15	961	269.1185122
36.16	961	269.1185122
36.17	965	269.1564665
36.18	969	269.1944207
36.19	964	269.1469779
36.2	959	269.0995351
36.21	982	269.3177721
36.22	984	269.3367492
36.23	963	269.1374893
36.24	937	268.8907866
36.25	922	268.7484581
36.26	941	268.9287409
36.27	973	269.232375
36.28	987	269.3652149
36.29	983	269.3272607
36.3	983	269.3272607
36.31	992	269.4126577
36.32	983	269.3272607
36.33	967	269.1754436
36.34	951	269.0236265
36.35	956	269.0710694
36.36	964	269.1469779
36.37	934	268.8623209
36.38	911	268.6440839
36.39	912	268.6535724
36.4	930	268.8243666
36.41	955	269.0615808
36.42	975	269.2513521
36.43	981	269.3082835
36.44	979	269.2893064
36.45	994	269.4316349
36.46	1006	269.5454977
36.47	989	269.384192
36.48	968	269.1849322
36.49	959	269.0995351
36.5	976	269.2608407
36.51	979	269.2893064
36.52	946	268.9761837
36.53	921	268.7389695
36.54	922	268.7484581
36.55	941	268.9287409
36.56	925	268.7769238
36.57	947	268.9856723
36.58	976	269.2608407
36.59	957	269.0805579
36.6	947	268.9856723
36.61	954	269.0520922
36.62	948	268.9951608
36.63	944	268.9572066
36.64	953	269.0426037
36.65	961	269.1185122
36.66	972	269.2228864
36.67	961	269.1185122
36.68	945	268.9666951
36.69	957	269.0805579
36.7	958	269.0900465
36.71	936	268.881298
36.72	927	268.7959009
36.73	928	268.8053895
36.74	945	268.9666951
36.75	962	269.1280008
36.76	948	268.9951608
36.77	958	269.0900465
36.78	982	269.3177721
36.79	959	269.0995351
36.8	978	269.2798178
36.81	997	269.4601006
36.82	968	269.1849322
36.83	971	269.2133979
36.84	971	269.2133979
36.85	980	269.298795
36.86	978	269.2798178
36.87	964	269.1469779
36.88	938	268.9002752
36.89	957	269.0805579
36.9	975	269.2513521
36.91	955	269.0615808
36.92	936	268.881298
36.93	945	268.9666951
36.94	947	268.9856723
36.95	951	269.0236265
36.96	959	269.0995351
36.97	949	269.0046494
36.98	934	268.8623209
36.99	942	268.9382294
37	928	268.8053895
37.01	928	268.8053895
37.02	966	269.165955
37.03	938	268.9002752
37.04	930	268.8243666
37.05	955	269.0615808
37.06	953	269.0426037
37.07	954	269.0520922
37.08	971	269.2133979
37.09	965	269.1564665
37.1	964	269.1469779
37.11	975	269.2513521
37.12	970	269.2039093
37.13	967	269.1754436
37.14	976	269.2608407
37.15	959	269.0995351
37.16	955	269.0615808
37.17	956	269.0710694
37.18	970	269.2039093
37.19	951	269.0236265
37.2	919	268.7199924
37.21	936	268.881298
37.22	964	269.1469779
37.23	957	269.0805579
37.24	958	269.0900465
37.25	978	269.2798178
37.26	1000	269.4885663
37.27	1019	269.668849
37.28	1045	269.9155518
37.29	1075	270.2002087
37.3	1069	270.1432774
37.31	1080	270.2476516
37.32	1084	270.2856058
37.33	1079	270.238163
37.34	1076	270.2096973
37.35	1047	269.9345289
37.36	1030	269.7732233
37.37	1022	269.6973147
37.38	1026	269.735269
37.39	1037	269.8396432
37.4	1068	270.1337888
37.41	1076	270.2096973
37.42	1052	269.9819717
37.43	1031	269.7827118
37.44	1040	269.8681089
37.45	1013	269.6119176
37.46	1002	269.5075434
37.47	1000	269.4885663
37.48	991	269.4031692
37.49	991	269.4031692
37.5	998	269.4695891
37.51	967	269.1754436
37.52	947	268.9856723
37.53	955	269.0615808
37.54	997	269.4601006
37.55	1011	269.5929405
37.56	964	269.1469779
37.57	942	268.9382294
37.58	974	269.2418636
37.59	990	269.3936806
37.6	977	269.2703293
37.61	954	269.0520922
37.62	946	268.9761837
37.63	945	268.9666951
37.64	952	269.0331151
37.65	960	269.1090236
37.66	961	269.1185122
37.67	973	269.232375
37.68	989	269.384192
37.69	989	269.384192
37.7	983	269.3272607
37.71	951	269.0236265
37.72	939	268.9097637
37.73	953	269.0426037
37.74	955	269.0615808
37.75	982	269.3177721
37.76	987	269.3652149
37.77	964	269.1469779
37.78	958	269.0900465
37.79	973	269.232375
37.8	960	269.1090236
37.81	968	269.1849322
37.82	987	269.3652149
37.83	997	269.4601006
37.84	984	269.3367492
37.85	975	269.2513521
37.86	976	269.2608407
37.87	943	268.947718
37.88	943	268.947718
37.89	979	269.2893064
37.9	980	269.298795
37.91	978	269.2798178
37.92	976	269.2608407
37.93	974	269.2418636
37.94	986	269.3557263
37.95	984	269.3367492
37.96	994	269.4316349
37.97	980	269.298795
37.98	960	269.1090236
37.99	966	269.165955
38	973	269.232375
38.01	955	269.0615808
38.02	974	269.2418636
38.03	947	268.9856723
38.04	926	268.7864124
38.05	975	269.2513521
38.06	990	269.3936806
38.07	979	269.2893064
38.08	959	269.0995351
38.09	959	269.0995351
38.1	951	269.0236265
38.11	943	268.947718
38.12	978	269.2798178
38.13	986	269.3557263
38.14	986	269.3557263
38.15	979	269.2893064
38.16	964	269.1469779
38.17	960	269.1090236
38.18	1003	269.517032
38.19	1014	269.6214062
38.2	993	269.4221463
38.21	1001	269.4980548
38.22	992	269.4126577
38.23	959	269.0995351
38.24	959	269.0995351
38.25	987	269.3652149
38.26	994	269.4316349
38.27	969	269.1944207
38.28	969	269.1944207
38.29	970	269.2039093
38.3	964	269.1469779
38.31	951	269.0236265
38.32	954	269.0520922
38.33	1003	269.517032
38.34	983	269.3272607
38.35	975	269.2513521
38.36	980	269.298795
38.37	979	269.2893064
38.38	990	269.3936806
38.39	1020	269.6783376
38.4	999	269.4790777
38.41	981	269.3082835
38.42	976	269.2608407
38.43	991	269.4031692
38.44	980	269.298795
38.45	982	269.3177721
38.46	990	269.3936806
38.47	1000	269.4885663
38.48	976	269.2608407
38.49	987	269.3652149
38.5	1009	269.5739634
38.51	1006	269.5454977
38.52	975	269.2513521
38.53	994	269.4316349
38.54	999	269.4790777
38.55	996	269.450612
38.56	1003	269.517032
38.57	995	269.4411234
38.58	977	269.2703293
38.59	966	269.165955
38.6	994	269.4316349
38.61	1025	269.7257804
38.62	1005	269.5360091
38.63	988	269.3747035
38.64	1006	269.5454977
38.65	1007	269.5549862
38.66	978	269.2798178
38.67	939	268.9097637
38.68	955	269.0615808
38.69	937	268.8907866
38.7	973	269.232375
38.71	985	269.3462378
38.72	987	269.3652149
38.73	991	269.4031692
38.74	998	269.4695891
38.75	953	269.0426037
38.76	956	269.0710694
38.77	991	269.4031692
38.78	978	269.2798178
38.79	951	269.0236265
38.8	928	268.8053895
38.81	928	268.8053895
38.82	984	269.3367492
38.83	966	269.165955
38.84	955	269.0615808
38.85	972	269.2228864
38.86	973	269.232375
38.87	945	268.9666951
38.88	959	269.0995351
38.89	971	269.2133979
38.9	964	269.1469779
38.91	960	269.1090236
38.92	957	269.0805579
38.93	983	269.3272607
38.94	974	269.2418636
38.95	952	269.0331151
38.96	953	269.0426037
38.97	940	268.9192523
38.98	928	268.8053895
38.99	954	269.0520922
39	970	269.2039093
39.01	962	269.1280008
39.02	957	269.0805579
39.03	979	269.2893064
39.04	988	269.3747035
39.05	979	269.2893064
39.06	978	269.2798178
39.07	974	269.2418636
39.08	984	269.3367492
39.09	985	269.3462378
39.1	988	269.3747035
39.11	990	269.3936806
39.12	992	269.4126577
39.13	995	269.4411234
39.14	1005	269.5360091
39.15	980	269.298795
39.16	1012	269.6024291
39.17	1038	269.8491318
39.18	1020	269.6783376
39.19	992	269.4126577
39.2	985	269.3462378
39.21	983	269.3272607
39.22	969	269.1944207
39.23	993	269.4221463
39.24	1023	269.7068033
39.25	1037	269.8396432
39.26	1049	269.953506
39.27	1085	270.2950944
39.28	1147	270.8833855
39.29	1205	271.4337224
39.3	1185	271.243951
39.31	1142	270.8359427
39.32	1102	270.4564
39.33	1102	270.4564
39.34	1047	269.9345289
39.35	1049	269.953506
39.36	1047	269.9345289
39.37	1049	269.953506
39.38	1089	270.3330487
39.39	1070	270.1527659
39.4	1056	270.019926
39.41	1050	269.9629946
39.42	1010	269.5834519
39.43	1000	269.4885663
39.44	1002	269.5075434
39.45	1006	269.5454977
39.46	986	269.3557263
39.47	970	269.2039093
39.48	1002	269.5075434
39.49	1006	269.5454977
39.5	988	269.3747035
39.51	980	269.298795
39.52	1009	269.5739634
39.53	984	269.3367492
39.54	971	269.2133979
39.55	986	269.3557263
39.56	988	269.3747035
39.57	974	269.2418636
39.58	1018	269.6593605
39.59	993	269.4221463
39.6	977	269.2703293
39.61	964	269.1469779
39.62	939	268.9097637
39.63	963	269.1374893
39.64	989	269.384192
39.65	966	269.165955
39.66	963	269.1374893
39.67	963	269.1374893
39.68	981	269.3082835
39.69	981	269.3082835
39.7	983	269.3272607
39.71	974	269.2418636
39.72	990	269.3936806
39.73	996	269.450612
39.74	1004	269.5265205
39.75	979	269.2893064
39.76	995	269.4411234
39.77	970	269.2039093
39.78	975	269.2513521
39.79	965	269.1564665
39.8	946	268.9761837
39.81	932	268.8433438
39.82	908	268.6156182
39.83	964	269.1469779
39.84	1012	269.6024291
39.85	996	269.450612
39.86	983	269.3272607
39.87	972	269.2228864
39.88	929	268.8148781
39.89	941	268.9287409
39.9	993	269.4221463
39.91	982	269.3177721
39.92	1000	269.4885663
39.93	1008	269.5644748
39.94	1000	269.4885663
39.95	962	269.1280008
39.96	970	269.2039093
39.97	965	269.1564665
39.98	985	269.3462378
39.99	972	269.2228864
40	1006	269.5454977
40.01	987	269.3652149
40.02	998	269.4695891
40.03	974	269.2418636
40.04	953	269.0426037
40.05	985	269.3462378
40.06	1000	269.4885663
40.07	989	269.384192
40.08	988	269.3747035
40.09	992	269.4126577
40.1	1017	269.6498719
40.11	1002	269.5075434
40.12	957	269.0805579
40.13	957	269.0805579
40.14	972	269.2228864
40.15	971	269.2133979
40.16	981	269.3082835
40.17	983	269.3272607
40.18	1009	269.5739634
40.19	1024	269.7162919
40.2	975	269.2513521
40.21	994	269.4316349
40.22	1003	269.517032
40.23	997	269.4601006
40.24	982	269.3177721
40.25	993	269.4221463
40.26	991	269.4031692
40.27	988	269.3747035
40.28	985	269.3462378
40.29	1019	269.668849
40.3	1002	269.5075434
40.31	980	269.298795
40.32	956	269.0710694
40.33	974	269.2418636
40.34	962	269.1280008
40.35	989	269.384192
40.36	998	269.4695891
40.37	988	269.3747035
40.38	968	269.1849322
40.39	989	269.384192
40.4	999	269.4790777
40.41	1047	269.9345289
40.42	1049	269.953506
40.43	1034	269.8111775
40.44	1038	269.8491318
40.45	1028	269.7542461
40.46	1014	269.6214062
40.47	1016	269.6403833
40.48	1032	269.7922004
40.49	1032	269.7922004
40.5	1009	269.5739634
40.51	1003	269.517032
40.52	995	269.4411234
40.53	1032	269.7922004
40.54	1046	269.9250403
40.55	1012	269.6024291
40.56	1026	269.735269
40.57	1061	270.0673688
40.58	1036	269.8301547
40.59	1046	269.9250403
40.6	1052	269.9819717
40.61	1048	269.9440175
40.62	1056	270.019926
40.63	1057	270.0294146
40.64	1082	270.2666287
40.65	1077	270.2191859
40.66	1056	270.019926
40.67	1029	269.7637347
40.68	1044	269.9060632
40.69	1098	270.4184458
40.7	1107	270.5038429
40.71	1090	270.3425372
40.72	1082	270.2666287
40.73	1117	270.5987285
40.74	1116	270.58924
40.75	1133	270.7505456
40.76	1160	271.0067369
40.77	1178	271.1775311
40.78	1301	272.3446247
40.79	1451	273.7679097
40.8	1594	275.1247746
40.81	1901	278.0377645
40.82	2288	281.7098396
40.83	2670	285.334472
40.84	3077	289.1963184
40.85	3327	291.56846
40.86	3387	292.137774
40.87	3151	289.8984723
40.88	2732	285.9227631
40.89	2336	282.1652908
40.9	2043	279.3851409
40.91	1864	277.6866875
40.92	1818	277.2502135
40.93	1903	278.0567416
40.94	2080	279.7362179
40.95	2237	281.2259228
40.96	2267	281.5105798
40.97	2235	281.2069456
40.98	2069	279.6318436
40.99	1825	277.3166335
41	1596	275.1437518
41.01	1427	273.5401841
41.02	1254	271.8986621
41.03	1169	271.092134
41.04	1163	271.0352026
41.05	1134	270.7600342
41.06	1072	270.171743
41.07	1055	270.0104374
41.08	1084	270.2856058
41.09	1062	270.0768574
41.1	1002	269.5075434
41.11	993	269.4221463
41.12	1027	269.7447576
41.13	1046	269.9250403
41.14	1065	270.1053231
41.15	1031	269.7827118
41.16	1038	269.8491318
41.17	1049	269.953506
41.18	1012	269.6024291
41.19	1055	270.0104374
