"1 _ 1",,,,,,,,,,
"時間","試験力","ストローク","変位計1","変位計2","応力","ストローク(ひずみ)","変位","変位(ひずみ)","変位計1(ひずみ)","変位計2(ひずみ)"
"sec","N","mm","mm","mm","N/mm2","%","mm","%","%","%"
"4.94","194.0035","0.04114167","0.0009045021","0.001391067","38.8007","0.04114167","0.0009045021","0.01809004","0.01809004","0.02782134"
"4.95","194.3975","0.041225","0.000906295","0.001393802","38.8795","0.041225","0.000906295","0.0181259","0.0181259","0.02787603"
"4.96","194.7935","0.04131667","0.000908084","0.001396538","38.9587","0.04131667","0.000908084","0.01816168","0.01816168","0.02793076"
"4.97","195.1925","0.04139167","0.0009098697","0.001399279","39.0385","0.04139167","0.0009098697","0.01819739","0.01819739","0.02798557"
"4.98","195.597","0.04148334","0.000911655","0.001402022","39.1194","0.04148334","0.000911655","0.0182331","0.0182331","0.02804044"
"4.99","196.007","0.04155833","0.0009134428","0.001404768","39.2014","0.04155833","0.0009134428","0.01826886","0.01826886","0.02809535"
"5","196.4175","0.04165","0.0009152357","0.001407516","39.2835","0.04165","0.0009152357","0.01830471","0.01830471","0.02815033"
"5.01","196.825","0.04173333","0.0009170321","0.001410267","39.365","0.04173333","0.0009170321","0.01834064","0.01834064","0.02820534"
"5.02","197.2275","0.04180833","0.0009188307","0.001413018","39.4455","0.04180833","0.0009188307","0.01837661","0.01837661","0.02826036"
"5.03","197.6235","0.0419","0.0009206297","0.001415765","39.5247","0.0419","0.0009206297","0.01841259","0.01841259","0.02831531"
"5.04","198.013","0.041975","0.0009224297","0.00141851","39.6026","0.041975","0.0009224297","0.01844859","0.01844859","0.02837019"
"5.05","198.399","0.04205833","0.0009242294","0.001421251","39.6798","0.04205833","0.0009242294","0.01848459","0.01848459","0.02842502"
"5.06","198.783","0.04215","0.0009260292","0.001423992","39.7566","0.04215","0.0009260292","0.01852058","0.01852058","0.02847983"
"5.07","199.1665","0.042225","0.0009278304","0.001426733","39.8333","0.042225","0.0009278304","0.01855661","0.01855661","0.02853466"
"5.08","199.549","0.04231667","0.0009296335","0.001429477","39.9098","0.04231667","0.0009296335","0.01859267","0.01859267","0.02858954"
"5.09","199.931","0.0424","0.0009314373","0.001432225","39.9862","0.0424","0.0009314373","0.01862875","0.01862875","0.02864451"
"5.1","200.3095","0.042475","0.000933242","0.001434977","40.0619","0.042475","0.000933242","0.01866484","0.01866484","0.02869953"
"5.11","200.6835","0.04256667","0.0009350456","0.001437726","40.1367","0.04256667","0.0009350456","0.01870091","0.01870091","0.02875453"
"5.12","201.0535","0.04264167","0.0009368471","0.001440471","40.2107","0.04264167","0.0009368471","0.01873694","0.01873694","0.02880942"
"5.13","201.4275","0.042725","0.0009386437","0.001443208","40.2855","0.042725","0.0009386437","0.01877287","0.01877287","0.02886416"
"5.14","201.8085","0.04281667","0.0009404354","0.00144594","40.3617","0.04281667","0.0009404354","0.01880871","0.01880871","0.0289188"
"5.15","202.197","0.04289167","0.0009422211","0.001448669","40.4394","0.04289167","0.0009422211","0.01884442","0.01884442","0.02897338"
"5.16","202.595","0.04298333","0.0009440037","0.0014514","40.519","0.04298333","0.0009440037","0.01888007","0.01888007","0.02902799"
"5.17","202.9985","0.04305833","0.0009457882","0.001454133","40.5997","0.04305833","0.0009457882","0.01891576","0.01891576","0.02908265"
"5.18","203.404","0.04315","0.0009475787","0.001456867","40.6808","0.04315","0.0009475787","0.01895157","0.01895157","0.02913735"
"5.19","203.807","0.04323334","0.0009493735","0.001459605","40.7614","0.04323334","0.0009493735","0.01898747","0.01898747","0.0291921"
"5.2","204.205","0.04330833","0.0009511708","0.001462347","40.841","0.04330833","0.0009511708","0.01902342","0.01902342","0.02924693"
"5.21","204.598","0.0434","0.0009529665","0.001465092","40.9196","0.0434","0.0009529665","0.01905933","0.01905933","0.02930184"
"5.22","204.9855","0.04348334","0.0009547597","0.001467842","40.9971","0.04348334","0.0009547597","0.01909519","0.01909519","0.02935684"
"5.23","205.368","0.04355833","0.0009565499","0.001470596","41.0736","0.04355833","0.0009565499","0.019131","0.019131","0.02941193"
"5.24","205.747","0.04365","0.0009583382","0.001473354","41.1494","0.04365","0.0009583382","0.01916676","0.01916676","0.02946707"
"5.25","206.12","0.043725","0.0009601249","0.001476111","41.224","0.043725","0.0009601249","0.0192025","0.0192025","0.02952222"
"5.26","206.486","0.04381667","0.0009619123","0.001478865","41.2972","0.04381667","0.0009619123","0.01923824","0.01923824","0.0295773"
"5.27","206.846","0.0439","0.0009636997","0.001481615","41.3692","0.0439","0.0009636997","0.01927399","0.01927399","0.0296323"
"5.28","207.2025","0.043975","0.0009654849","0.001484361","41.4405","0.043975","0.0009654849","0.0193097","0.0193097","0.02968723"
"5.29","207.5605","0.04406667","0.0009672653","0.001487105","41.5121","0.04406667","0.0009672653","0.01934531","0.01934531","0.02974209"
"5.3","207.9235","0.04414167","0.0009690418","0.001489849","41.5847","0.04414167","0.0009690418","0.01938084","0.01938084","0.02979698"
"5.31","208.2925","0.044225","0.0009708151","0.001492597","41.6585","0.044225","0.0009708151","0.0194163","0.0194163","0.02985193"
"5.32","208.6705","0.04431667","0.0009725894","0.001495351","41.7341","0.04431667","0.0009725894","0.01945179","0.01945179","0.02990701"
"5.33","209.0565","0.04439167","0.000974367","0.001498113","41.8113","0.04439167","0.000974367","0.01948734","0.01948734","0.02996225"
"5.34","209.4485","0.044475","0.0009761489","0.001500882","41.8897","0.044475","0.0009761489","0.01952298","0.01952298","0.03001764"
"5.35","209.843","0.04456667","0.0009779329","0.001503652","41.9686","0.04456667","0.0009779329","0.01955866","0.01955866","0.03007305"
"5.36","210.239","0.04464167","0.0009797197","0.001506422","42.0478","0.04464167","0.0009797197","0.01959439","0.01959439","0.03012844"
"5.37","210.6325","0.044725","0.0009815082","0.001509189","42.1265","0.044725","0.0009815082","0.01963016","0.01963016","0.03018378"
"5.38","211.023","0.04480834","0.0009832963","0.001511948","42.2046","0.04480834","0.0009832963","0.01966593","0.01966593","0.03023896"
"5.39","211.4105","0.0449","0.0009850813","0.001514699","42.2821","0.0449","0.0009850813","0.01970163","0.01970163","0.03029398"
"5.4","211.795","0.04498333","0.0009868654","0.00151744","42.359","0.04498333","0.0009868654","0.01973731","0.01973731","0.03034879"
"5.41","212.178","0.04505833","0.0009886497","0.001520172","42.4356","0.04505833","0.0009886497","0.01977299","0.01977299","0.03040344"
"5.42","212.5585","0.04515","0.0009904347","0.001522896","42.5117","0.04515","0.0009904347","0.01980869","0.01980869","0.03045792"
"5.43","212.937","0.045225","0.0009922187","0.001525614","42.5874","0.045225","0.0009922187","0.01984438","0.01984438","0.03051228"
"5.44","213.316","0.04530833","0.0009940013","0.001528329","42.6632","0.04530833","0.0009940013","0.01988003","0.01988003","0.03056659"
"5.45","213.6985","0.0454","0.0009957808","0.001531045","42.7397","0.0454","0.0009957808","0.01991562","0.01991562","0.03062091"
"5.46","214.0865","0.045475","0.0009975566","0.001533765","42.8173","0.045475","0.0009975566","0.01995113","0.01995113","0.0306753"
"5.47","214.4795","0.04555833","0.0009993298","0.00153649","42.8959","0.04555833","0.0009993298","0.0199866","0.0199866","0.0307298"
"5.48","214.8775","0.04565","0.001001105","0.001539224","42.9755","0.04565","0.001001105","0.0200221","0.0200221","0.03078447"
"5.49","215.279","0.045725","0.001002882","0.001541964","43.0558","0.045725","0.001002882","0.02005764","0.02005764","0.03083929"
"5.5","215.6815","0.04581667","0.001004661","0.00154471","43.1363","0.04581667","0.001004661","0.02009322","0.02009322","0.03089419"
"5.51","216.085","0.04589167","0.001006438","0.001547456","43.217","0.04589167","0.001006438","0.02012875","0.02012875","0.03094911"
"5.52","216.4895","0.045975","0.001008211","0.001550201","43.2979","0.045975","0.001008211","0.02016422","0.02016422","0.03100401"
"5.53","216.895","0.04606667","0.001009978","0.001552943","43.379","0.04606667","0.001009978","0.02019956","0.02019956","0.03105885"
"5.54","217.301","0.04614167","0.001011738","0.001555681","43.4602","0.04614167","0.001011738","0.02023476","0.02023476","0.03111362"
"5.55","217.7055","0.04623333","0.001013493","0.001558417","43.5411","0.04623333","0.001013493","0.02026987","0.02026987","0.03116834"
"5.56","218.107","0.04631667","0.001015247","0.001561153","43.6214","0.04631667","0.001015247","0.02030494","0.02030494","0.03122306"
"5.57","218.5045","0.04639167","0.001017004","0.001563893","43.7009","0.04639167","0.001017004","0.02034007","0.02034007","0.03127786"
"5.58","218.893","0.04648333","0.001018769","0.001566636","43.7786","0.04648333","0.001018769","0.02037537","0.02037537","0.03133272"
"5.59","219.272","0.04655834","0.001020546","0.001569381","43.8544","0.04655834","0.001020546","0.02041092","0.02041092","0.03138761"
"5.6","219.6435","0.04665","0.001022334","0.001572124","43.9287","0.04665","0.001022334","0.02044668","0.02044668","0.03144247"
"5.61","220.014","0.04673333","0.00102413","0.001574865","44.0028","0.04673333","0.00102413","0.0204826","0.0204826","0.03149731"
"5.62","220.387","0.04680833","0.001025929","0.001577606","44.0774","0.04680833","0.001025929","0.02051859","0.02051859","0.03155211"
"5.63","220.7625","0.0469","0.001027731","0.001580344","44.1525","0.0469","0.001027731","0.02055462","0.02055462","0.03160688"
"5.64","221.1415","0.046975","0.001029533","0.001583083","44.2283","0.046975","0.001029533","0.02059067","0.02059067","0.03166166"
"5.65","221.5205","0.04705833","0.001031335","0.001585825","44.3041","0.04705833","0.001031335","0.02062669","0.02062669","0.03171649"
"5.66","221.8975","0.04715","0.001033134","0.00158857","44.3795","0.04715","0.001033134","0.02066267","0.02066267","0.0317714"
"5.67","222.272","0.047225","0.001034928","0.001591319","44.4544","0.047225","0.001034928","0.02069856","0.02069856","0.03182637"
"5.68","222.648","0.04731667","0.001036715","0.00159407","44.5296","0.04731667","0.001036715","0.02073431","0.02073431","0.0318814"
"5.69","223.0265","0.0474","0.001038494","0.001596821","44.6053","0.0474","0.001038494","0.02076989","0.02076989","0.03193641"
"5.7","223.406","0.047475","0.001040266","0.00159957","44.6812","0.047475","0.001040266","0.02080531","0.02080531","0.0319914"
"5.71","223.784","0.04756667","0.00104203","0.001602317","44.7568","0.04756667","0.00104203","0.0208406","0.0208406","0.03204633"
"5.72","224.159","0.04764167","0.00104379","0.001605061","44.8318","0.04764167","0.00104379","0.02087579","0.02087579","0.03210121"
"5.73","224.5345","0.047725","0.001045548","0.001607804","44.9069","0.047725","0.001045548","0.02091095","0.02091095","0.03215608"
"5.74","224.913","0.04781667","0.001047305","0.00161055","44.9826","0.04781667","0.001047305","0.02094611","0.02094611","0.032211"
"5.75","225.2965","0.04789167","0.001049065","0.001613297","45.0593","0.04789167","0.001049065","0.02098129","0.02098129","0.03226595"
"5.76","225.681","0.047975","0.001050827","0.001616047","45.1362","0.047975","0.001050827","0.02101655","0.02101655","0.03232094"
"5.77","226.064","0.04805833","0.001052595","0.001618796","45.2128","0.04805833","0.001052595","0.02105191","0.02105191","0.03237592"
"5.78","226.443","0.04814167","0.001054368","0.001621543","45.2886","0.04814167","0.001054368","0.02108735","0.02108735","0.03243085"
"5.79","226.819","0.04823333","0.001056142","0.001624284","45.3638","0.04823333","0.001056142","0.02112283","0.02112283","0.03248567"
"5.8","227.1945","0.04830834","0.001057918","0.001627018","45.4389","0.04830834","0.001057918","0.02115836","0.02115836","0.03254037"
"5.81","227.5685","0.04839167","0.001059697","0.001629746","45.5137","0.04839167","0.001059697","0.02119394","0.02119394","0.03259492"
"5.82","227.941","0.04848333","0.001061478","0.00163247","45.5882","0.04848333","0.001061478","0.02122957","0.02122957","0.0326494"
"5.83","228.314","0.04855833","0.001063259","0.001635191","45.6628","0.04855833","0.001063259","0.02126518","0.02126518","0.03270382"
"5.84","228.6915","0.04865","0.001065035","0.001637911","45.7383","0.04865","0.001065035","0.02130071","0.02130071","0.03275822"
"5.85","229.074","0.048725","0.001066809","0.001640631","45.8148","0.048725","0.001066809","0.02133617","0.02133617","0.03281261"
"5.86","229.458","0.04880833","0.001068581","0.00164335","45.8916","0.04880833","0.001068581","0.02137162","0.02137162","0.03286701"
"5.87","229.841","0.0489","0.001070351","0.001646069","45.9682","0.0489","0.001070351","0.02140703","0.02140703","0.03292137"
"5.88","230.2215","0.048975","0.001072121","0.001648787","46.0443","0.048975","0.001072121","0.02144242","0.02144242","0.03297575"
"5.89","230.601","0.04905833","0.001073889","0.001651505","46.1202","0.04905833","0.001073889","0.02147777","0.02147777","0.0330301"
"5.9","230.98","0.04914167","0.001075656","0.001654222","46.196","0.04914167","0.001075656","0.02151312","0.02151312","0.03308445"
"5.91","231.3595","0.049225","0.001077422","0.001656941","46.2719","0.049225","0.001077422","0.02154844","0.02154844","0.03313882"
"5.92","231.7395","0.04931667","0.001079189","0.001659663","46.3479","0.04931667","0.001079189","0.02158377","0.02158377","0.03319325"
"5.93","232.121","0.04939167","0.001080955","0.001662387","46.4242","0.04939167","0.001080955","0.02161911","0.02161911","0.03324775"
"5.94","232.505","0.04948333","0.001082723","0.001665114","46.501","0.04948333","0.001082723","0.02165445","0.02165445","0.03330228"
"5.95","232.89","0.04956667","0.00108449","0.00166784","46.578","0.04956667","0.00108449","0.0216898","0.0216898","0.0333568"
"5.96","233.275","0.04964167","0.001086259","0.001670565","46.655","0.04964167","0.001086259","0.02172518","0.02172518","0.0334113"
"5.97","233.6575","0.049725","0.00108803","0.00167329","46.7315","0.049725","0.00108803","0.02176061","0.02176061","0.03346581"
"5.98","234.041","0.04980833","0.001089808","0.001676018","46.8082","0.04980833","0.001089808","0.02179616","0.02179616","0.03352036"
"5.99","234.4295","0.0499","0.001091592","0.00167875","46.8859","0.0499","0.001091592","0.02183184","0.02183184","0.033575"
"6","234.8235","0.04998333","0.001093381","0.001681488","46.9647","0.04998333","0.001093381","0.02186761","0.02186761","0.03362975"
"6.01","235.2235","0.05005834","0.00109517","0.001684229","47.0447","0.05005834","0.00109517","0.0219034","0.0219034","0.03368458"
"6.02","235.6285","0.05015","0.001096956","0.001686975","47.1257","0.05015","0.001096956","0.02193911","0.02193911","0.0337395"
"6.03","236.034","0.050225","0.001098738","0.001689726","47.2068","0.050225","0.001098738","0.02197476","0.02197476","0.03379452"
"6.04","236.4365","0.05030834","0.00110052","0.00169248","47.2873","0.05030834","0.00110052","0.0220104","0.0220104","0.0338496"
"6.05","236.8355","0.0504","0.001102302","0.001695237","47.3671","0.0504","0.001102302","0.02204603","0.02204603","0.03390473"
"6.06","237.2305","0.050475","0.001104082","0.001697996","47.4461","0.050475","0.001104082","0.02208165","0.02208165","0.03395993"
"6.07","237.6215","0.05056667","0.001105863","0.001700758","47.5243","0.05056667","0.001105863","0.02211725","0.02211725","0.03401515"
"6.08","238.0055","0.05065","0.001107643","0.001703522","47.6011","0.05065","0.001107643","0.02215286","0.02215286","0.03407044"
"6.09","238.3825","0.050725","0.001109421","0.001706287","47.6765","0.050725","0.001109421","0.02218842","0.02218842","0.03412575"
"6.1","238.753","0.05081667","0.001111195","0.001709052","47.7506","0.05081667","0.001111195","0.02222389","0.02222389","0.03418104"
"6.11","239.1215","0.05089167","0.001112963","0.001711813","47.8243","0.05089167","0.001112963","0.02225926","0.02225926","0.03423627"
"6.12","239.491","0.050975","0.001114727","0.001714567","47.8982","0.050975","0.001114727","0.02229454","0.02229454","0.03429134"
"6.13","239.862","0.05106667","0.001116488","0.001717309","47.9724","0.05106667","0.001116488","0.02232976","0.02232976","0.03434619"
"6.14","240.236","0.05114167","0.001118248","0.001720041","48.0472","0.05114167","0.001118248","0.02236496","0.02236496","0.03440081"
"6.15","240.6135","0.05123333","0.001120008","0.001722762","48.1227","0.05123333","0.001120008","0.02240016","0.02240016","0.03445524"
"6.16","240.9945","0.05130833","0.001121768","0.001725479","48.1989","0.05130833","0.001121768","0.02243537","0.02243537","0.03450958"
"6.17","241.3845","0.05139167","0.001123532","0.001728194","48.2769","0.05139167","0.001123532","0.02247063","0.02247063","0.03456389"
"6.18","241.7855","0.051475","0.001125299","0.001730911","48.3571","0.051475","0.001125299","0.02250598","0.02250598","0.03461821"
"6.19","242.1985","0.05155833","0.001127068","0.00173363","48.4397","0.05155833","0.001127068","0.02254136","0.02254136","0.0346726"
"6.2","242.619","0.05165","0.001128838","0.001736355","48.5238","0.05165","0.001128838","0.02257676","0.02257676","0.0347271"
"6.21","243.0425","0.05173333","0.001130609","0.001739086","48.6085","0.05173333","0.001130609","0.02261219","0.02261219","0.03478173"
"6.22","243.4655","0.05180833","0.001132382","0.001741825","48.6931","0.05180833","0.001132382","0.02264765","0.02264765","0.0348365"
"6.23","243.883","0.0519","0.001134158","0.001744568","48.7766","0.0519","0.001134158","0.02268316","0.02268316","0.03489136"
"6.24","244.291","0.051975","0.001135935","0.001747314","48.8582","0.051975","0.001135935","0.02271869","0.02271869","0.03494628"
"6.25","244.6865","0.05205834","0.001137711","0.001750061","48.9373","0.05205834","0.001137711","0.02275422","0.02275422","0.03500122"
"6.26","245.0675","0.05215","0.001139485","0.001752806","49.0135","0.05215","0.001139485","0.0227897","0.0227897","0.03505613"
"6.27","245.437","0.052225","0.001141256","0.001755549","49.0874","0.052225","0.001141256","0.02282512","0.02282512","0.03511098"
"6.28","245.798","0.05231667","0.001143025","0.001758288","49.1596","0.05231667","0.001143025","0.02286049","0.02286049","0.03516577"
"6.29","246.1515","0.05239167","0.001144792","0.001761025","49.2303","0.05239167","0.001144792","0.02289584","0.02289584","0.0352205"
"6.3","246.5005","0.052475","0.001146557","0.00176376","49.3001","0.052475","0.001146557","0.02293115","0.02293115","0.03527519"
"6.31","246.848","0.05256667","0.001148321","0.001766494","49.3696","0.05256667","0.001148321","0.02296641","0.02296641","0.03532987"
"6.32","247.1975","0.05264167","0.001150084","0.001769227","49.4395","0.05264167","0.001150084","0.02300167","0.02300167","0.03538453"
"6.33","247.551","0.05273334","0.001151847","0.001771959","49.5102","0.05273334","0.001151847","0.02303695","0.02303695","0.03543918"
"6.34","247.907","0.05281667","0.001153615","0.001774692","49.5814","0.05281667","0.001153615","0.02307229","0.02307229","0.03549384"
"6.35","248.2655","0.05289167","0.001155384","0.001777425","49.6531","0.05289167","0.001155384","0.02310768","0.02310768","0.03554851"
"6.36","248.628","0.05298333","0.001157154","0.00178016","49.7256","0.05298333","0.001157154","0.02314308","0.02314308","0.03560321"
"6.37","248.996","0.05305833","0.001158925","0.001782894","49.7992","0.05305833","0.001158925","0.02317849","0.02317849","0.03565789"
"6.38","249.3715","0.05314167","0.001160694","0.001785626","49.8743","0.05314167","0.001160694","0.02321389","0.02321389","0.03571253"
"6.39","249.7555","0.05323333","0.001162463","0.001788357","49.9511","0.05323333","0.001162463","0.02324925","0.02324925","0.03576715"
"6.4","250.1485","0.05330833","0.001164231","0.001791086","50.0297","0.05330833","0.001164231","0.02328461","0.02328461","0.03582172"
"6.41","250.5485","0.0534","0.001165999","0.001793812","50.1097","0.0534","0.001165999","0.02331998","0.02331998","0.03587624"
"6.42","250.9555","0.053475","0.001167768","0.001796535","50.1911","0.053475","0.001167768","0.02335535","0.02335535","0.03593069"
"6.43","251.3645","0.05355833","0.001169538","0.001799254","50.2729","0.05355833","0.001169538","0.02339075","0.02339075","0.03598509"
"6.44","251.7705","0.05364167","0.00117131","0.001801974","50.3541","0.05364167","0.00117131","0.02342621","0.02342621","0.03603949"
"6.45","252.172","0.053725","0.001173087","0.001804695","50.4344","0.053725","0.001173087","0.02346174","0.02346174","0.03609391"
"6.46","252.5665","0.05380834","0.001174868","0.001807418","50.5133","0.05380834","0.001174868","0.02349735","0.02349735","0.03614836"
"6.47","252.9535","0.0539","0.001176651","0.001810143","50.5907","0.0539","0.001176651","0.02353301","0.02353301","0.03620285"
"6.48","253.333","0.053975","0.001178433","0.001812866","50.6666","0.053975","0.001178433","0.02356866","0.02356866","0.03625732"
"6.49","253.708","0.05406667","0.001180214","0.001815586","50.7416","0.05406667","0.001180214","0.02360428","0.02360428","0.03631171"
"6.5","254.0795","0.05414167","0.001181992","0.001818301","50.8159","0.05414167","0.001181992","0.02363984","0.02363984","0.03636602"
"6.51","254.4485","0.054225","0.001183769","0.001821013","50.8897","0.054225","0.001183769","0.02367537","0.02367537","0.03642026"
"6.52","254.8135","0.05431667","0.001185544","0.001823721","50.9627","0.05431667","0.001185544","0.02371089","0.02371089","0.03647443"
"6.53","255.176","0.05439167","0.001187319","0.001826426","51.0352","0.05439167","0.001187319","0.02374638","0.02374638","0.03652853"
"6.54","255.538","0.05448334","0.001189095","0.001829129","51.1076","0.05448334","0.001189095","0.02378191","0.02378191","0.03658258"
"6.55","255.903","0.05455833","0.001190875","0.001831833","51.1806","0.05455833","0.001190875","0.0238175","0.0238175","0.03663666"
"6.56","256.269","0.05464167","0.001192659","0.001834547","51.2538","0.05464167","0.001192659","0.02385317","0.02385317","0.03669094"
"6.57","256.6385","0.05473333","0.001194443","0.001837272","51.3277","0.05473333","0.001194443","0.02388887","0.02388887","0.03674544"
"6.58","257.011","0.05480833","0.001196227","0.001840008","51.4022","0.05480833","0.001196227","0.02392454","0.02392454","0.03680016"
"6.59","257.385","0.05489167","0.001198008","0.001842751","51.477","0.05489167","0.001198008","0.02396017","0.02396017","0.03685503"
"6.6","257.759","0.05498333","0.001199789","0.001845497","51.5518","0.05498333","0.001199789","0.02399577","0.02399577","0.03690994"
"6.61","258.135","0.05506667","0.001201569","0.001848241","51.627","0.05506667","0.001201569","0.02403138","0.02403138","0.03696482"
"6.62","258.5145","0.05515","0.001203351","0.001850982","51.7029","0.05515","0.001203351","0.02406703","0.02406703","0.03701964"
"6.63","258.9","0.055225","0.001205136","0.00185372","51.78","0.055225","0.001205136","0.02410272","0.02410272","0.03707439"
"6.64","259.2905","0.05530833","0.001206919","0.001856454","51.8581","0.05530833","0.001206919","0.02413839","0.02413839","0.03712907"
"6.65","259.6835","0.0554","0.001208698","0.001859183","51.9367","0.0554","0.001208698","0.02417395","0.02417395","0.03718367"
"6.66","260.075","0.055475","0.001210471","0.001861912","52.015","0.055475","0.001210471","0.02420943","0.02420943","0.03723823"
"6.67","260.4645","0.05555834","0.001212243","0.00186464","52.0929","0.05555834","0.001212243","0.02424485","0.02424485","0.0372928"
"6.68","260.855","0.05564167","0.001214013","0.00186737","52.171","0.05564167","0.001214013","0.02428025","0.02428025","0.03734739"
"6.69","261.248","0.055725","0.001215783","0.001870095","52.2496","0.055725","0.001215783","0.02431566","0.02431566","0.03740191"
"6.7","261.647","0.05581667","0.001217554","0.001872817","52.3294","0.05581667","0.001217554","0.02435107","0.02435107","0.03745633"
"6.71","262.049","0.05589167","0.001219324","0.001875533","52.4098","0.05589167","0.001219324","0.02438647","0.02438647","0.03751065"
"6.72","262.453","0.05598333","0.001221096","0.001878246","52.4906","0.05598333","0.001221096","0.02442193","0.02442193","0.03756491"
"6.73","262.86","0.05606667","0.001222869","0.001880957","52.572","0.05606667","0.001222869","0.02445739","0.02445739","0.03761915"
"6.74","263.2685","0.05614167","0.00122464","0.001883667","52.6537","0.05614167","0.00122464","0.0244928","0.0244928","0.03767334"
"6.75","263.6755","0.05623334","0.001226407","0.001886375","52.7351","0.05623334","0.001226407","0.02452814","0.02452814","0.03772751"
"6.76","264.0775","0.05630833","0.001228173","0.001889086","52.8155","0.05630833","0.001228173","0.02456347","0.02456347","0.03778172"
"6.77","264.473","0.05639167","0.00122994","0.0018918","52.8946","0.05639167","0.00122994","0.02459881","0.02459881","0.037836"
"6.78","264.8605","0.05648334","0.00123171","0.001894517","52.9721","0.05648334","0.00123171","0.02463421","0.02463421","0.03789035"
"6.79","265.245","0.05655833","0.001233484","0.001897235","53.049","0.05655833","0.001233484","0.02466968","0.02466968","0.0379447"
"6.8","265.6305","0.05664167","0.001235261","0.001899951","53.12611","0.05664167","0.001235261","0.02470522","0.02470522","0.03799902"
"6.81","266.0175","0.05673333","0.001237041","0.001902668","53.2035","0.05673333","0.001237041","0.02474081","0.02474081","0.03805336"
"6.82","266.404","0.05680833","0.001238821","0.001905388","53.2808","0.05680833","0.001238821","0.02477642","0.02477642","0.03810777"
"6.83","266.79","0.0569","0.001240601","0.00190811","53.358","0.0569","0.001240601","0.02481202","0.02481202","0.0381622"
"6.84","267.176","0.056975","0.001242381","0.001910834","53.4352","0.056975","0.001242381","0.02484762","0.02484762","0.03821668"
"6.85","267.562","0.05706667","0.001244162","0.001913559","53.5124","0.05706667","0.001244162","0.02488323","0.02488323","0.03827119"
"6.86","267.948","0.05715","0.001245945","0.001916285","53.5896","0.05715","0.001245945","0.0249189","0.0249189","0.0383257"
"6.87","268.334","0.057225","0.001247728","0.001919007","53.6668","0.057225","0.001247728","0.02495457","0.02495457","0.03838015"
"6.88","268.723","0.05730833","0.00124951","0.001921725","53.74461","0.05730833","0.00124951","0.0249902","0.0249902","0.0384345"
"6.89","269.114","0.05739167","0.001251288","0.001924437","53.8228","0.05739167","0.001251288","0.02502576","0.02502576","0.03848874"
"6.9","269.503","0.057475","0.001253063","0.001927146","53.9006","0.057475","0.001253063","0.02506126","0.02506126","0.03854292"
"6.91","269.8865","0.05756667","0.001254835","0.001929851","53.9773","0.05756667","0.001254835","0.02509669","0.02509669","0.03859703"
"6.92","270.2635","0.05764167","0.001256602","0.001932554","54.0527","0.05764167","0.001256602","0.02513205","0.02513205","0.03865107"
"6.93","270.6335","0.05773333","0.001258368","0.001935253","54.1267","0.05773333","0.001258368","0.02516736","0.02516736","0.03870506"
"6.94","270.997","0.05781667","0.001260133","0.001937949","54.19939","0.05781667","0.001260133","0.02520267","0.02520267","0.03875897"
"6.95","271.3575","0.05789167","0.001261899","0.001940642","54.2715","0.05789167","0.001261899","0.02523799","0.02523799","0.03881285"
"6.96","271.721","0.05798334","0.001263667","0.001943339","54.3442","0.05798334","0.001263667","0.02527333","0.02527333","0.03886678"
"6.97","272.094","0.05805833","0.001265435","0.001946039","54.4188","0.05805833","0.001265435","0.0253087","0.0253087","0.03892078"
"6.98","272.4775","0.05814167","0.001267204","0.001948744","54.4955","0.05814167","0.001267204","0.02534408","0.02534408","0.03897488"
"6.99","272.868","0.05823334","0.001268971","0.001951455","54.5736","0.05823334","0.001268971","0.02537942","0.02537942","0.0390291"
"7","273.2645","0.05830833","0.001270737","0.001954172","54.6529","0.05830833","0.001270737","0.02541475","0.02541475","0.03908343"
"7.01","273.6645","0.0584","0.001272504","0.001956895","54.7329","0.0584","0.001272504","0.02545009","0.02545009","0.0391379"
"7.02","274.0655","0.058475","0.001274271","0.001959624","54.8131","0.058475","0.001274271","0.02548541","0.02548541","0.03919248"
"7.03","274.465","0.05855833","0.001276035","0.001962355","54.893","0.05855833","0.001276035","0.02552069","0.02552069","0.03924709"
"7.04","274.8615","0.05865","0.001277798","0.001965086","54.9723","0.05865","0.001277798","0.02555596","0.02555596","0.03930171"
"7.05","275.258","0.058725","0.00127956","0.001967814","55.0516","0.058725","0.00127956","0.0255912","0.0255912","0.03935628"
"7.06","275.6535","0.05880833","0.001281323","0.001970537","55.1307","0.05880833","0.001281323","0.02562646","0.02562646","0.03941074"
"7.07","276.0465","0.0589","0.001283086","0.001973254","55.2093","0.0589","0.001283086","0.02566172","0.02566172","0.03946507"
"7.08","276.436","0.058975","0.001284851","0.001975966","55.2872","0.058975","0.001284851","0.02569701","0.02569701","0.03951932"
"7.09","276.822","0.05906667","0.00128662","0.001978677","55.3644","0.05906667","0.00128662","0.02573239","0.02573239","0.03957354"
"7.1","277.205","0.05914167","0.001288394","0.001981389","55.441","0.05914167","0.001288394","0.02576788","0.02576788","0.03962779"
"7.11","277.585","0.05923333","0.001290174","0.001984102","55.517","0.05923333","0.001290174","0.02580347","0.02580347","0.03968203"
"7.12","277.962","0.05931667","0.001291957","0.001986812","55.5924","0.05931667","0.001291957","0.02583913","0.02583913","0.03973625"
