1 _ 1,,,,,,,,,,
時間,試験力,ストローク,変位計1,変位計2,応力,ストローク(ひずみ),変位,変位(ひずみ),変位計1(ひずみ),変位計2(ひずみ)
sec,N,mm,mm,mm,N/mm2,%,mm,%,%,%
5.51,201.177,0.0459,0.006252352,0.00240836,40.2354,0.0459,0.006252352,0.0125047,0.0125047,0.00481672
5.52,201.5315,0.04598333,0.006263288,0.002413044,40.3063,0.04598333,0.006263288,0.01252658,0.01252658,0.004826088
5.53,201.88,0.04606667,0.006274228,0.002417996,40.376,0.04606667,0.006274228,0.01254846,0.01254846,0.004835992
5.54,202.2245,0.04615,0.006285184,0.002423076,40.4449,0.04615,0.006285184,0.01257037,0.01257037,0.004846152
5.55,202.568,0.04623333,0.006296068,0.002428168,40.5136,0.04623333,0.006296068,0.01259214,0.01259214,0.004856336
5.56,202.913,0.04631667,0.006306848,0.00243334,40.5826,0.04631667,0.006306848,0.0126137,0.0126137,0.00486668
5.57,203.26,0.0464,0.006317484,0.002438724,40.652,0.0464,0.006317484,0.01263497,0.01263497,0.004877448
5.58,203.612,0.04648333,0.006327992,0.00244446,40.7224,0.04648333,0.006327992,0.01265598,0.01265598,0.00488892
5.59,203.968,0.04656667,0.006338428,0.002450584,40.7936,0.04656667,0.006338428,0.01267686,0.01267686,0.004901168
5.6,204.329,0.04665,0.00634902,0.002457148,40.8658,0.04665,0.00634902,0.01269804,0.01269804,0.004914296
5.61,204.6955,0.04673333,0.00635978,0.002464016,40.9391,0.04673333,0.00635978,0.01271956,0.01271956,0.004928032
5.62,205.068,0.04681667,0.0063706,0.00247104,41.0136,0.04681667,0.0063706,0.0127412,0.0127412,0.00494208
5.63,205.446,0.0469,0.006381436,0.002478084,41.0892,0.0469,0.006381436,0.01276287,0.01276287,0.004956168
5.64,205.826,0.04698334,0.00639228,0.002485048,41.1652,0.04698334,0.00639228,0.01278456,0.01278456,0.004970096
5.65,206.205,0.04706667,0.006402984,0.002491852,41.241,0.04706667,0.006402984,0.01280597,0.01280597,0.004983704
5.66,206.583,0.04715,0.00641348,0.002498464,41.3166,0.04715,0.00641348,0.01282696,0.01282696,0.004996928
5.67,206.964,0.04723334,0.006423676,0.00250476,41.3928,0.04723334,0.006423676,0.01284735,0.01284735,0.00500952
5.68,207.349,0.04731667,0.006433648,0.002510688,41.4698,0.04731667,0.006433648,0.0128673,0.0128673,0.005021376
5.69,207.7365,0.0474,0.00644354,0.002516228,41.5473,0.0474,0.00644354,0.01288708,0.01288708,0.005032456
5.7,208.125,0.04748333,0.006453516,0.00252146,41.625,0.04748333,0.006453516,0.01290703,0.01290703,0.00504292
5.71,208.5145,0.04756667,0.006463724,0.002526424,41.7029,0.04756667,0.006463724,0.01292745,0.01292745,0.005052848
5.72,208.904,0.04765,0.006474256,0.00253128,41.7808,0.04765,0.006474256,0.01294851,0.01294851,0.00506256
5.73,209.2915,0.04773333,0.006485068,0.0025362,41.8583,0.04773333,0.006485068,0.01297014,0.01297014,0.0050724
5.74,209.677,0.04781667,0.00649616,0.002541392,41.9354,0.04781667,0.00649616,0.01299232,0.01299232,0.005082784
5.75,210.061,0.0479,0.006507492,0.002546988,42.0122,0.0479,0.006507492,0.01301498,0.01301498,0.005093976
5.76,210.4425,0.04798333,0.006518992,0.002553012,42.0885,0.04798333,0.006518992,0.01303798,0.01303798,0.005106024
5.77,210.823,0.04806667,0.006530508,0.002559308,42.1646,0.04806667,0.006530508,0.01306102,0.01306102,0.005118616
5.78,211.2035,0.04815,0.006541936,0.002565792,42.2407,0.04815,0.006541936,0.01308387,0.01308387,0.005131584
5.79,211.584,0.04823333,0.006553248,0.002572256,42.3168,0.04823333,0.006553248,0.0131065,0.0131065,0.005144512
5.8,211.966,0.04831667,0.0065645,0.002578508,42.3932,0.04831667,0.0065645,0.013129,0.013129,0.005157016
5.81,212.3485,0.0484,0.006575684,0.002584488,42.4697,0.0484,0.006575684,0.01315137,0.01315137,0.005168976
5.82,212.731,0.04848333,0.006586848,0.002590196,42.5462,0.04848333,0.006586848,0.0131737,0.0131737,0.005180392
5.83,213.1145,0.04856667,0.006598012,0.002595648,42.6229,0.04856667,0.006598012,0.01319602,0.01319602,0.005191296
5.84,213.4985,0.04865,0.0066093,0.002601016,42.6997,0.04865,0.0066093,0.0132186,0.0132186,0.005202032
5.85,213.883,0.04873333,0.006620788,0.002606384,42.7766,0.04873333,0.006620788,0.01324158,0.01324158,0.005212768
5.86,214.2665,0.04881667,0.00663238,0.002611816,42.8533,0.04881667,0.00663238,0.01326476,0.01326476,0.005223632
5.87,214.647,0.0489,0.006643884,0.00261738,42.9294,0.0489,0.006643884,0.01328777,0.01328777,0.00523476
5.88,215.019,0.04898334,0.006655256,0.00262328,43.0038,0.04898334,0.006655256,0.01331051,0.01331051,0.00524656
5.89,215.381,0.04906667,0.006666404,0.002629588,43.0762,0.04906667,0.006666404,0.01333281,0.01333281,0.005259176
5.9,215.7345,0.04915,0.006677256,0.002636296,43.1469,0.04915,0.006677256,0.01335451,0.01335451,0.005272592
5.91,216.0815,0.04923333,0.0066878,0.00264324,43.2163,0.04923333,0.0066878,0.0133756,0.0133756,0.00528648
5.92,216.4255,0.04931667,0.006698156,0.002650252,43.2851,0.04931667,0.006698156,0.01339631,0.01339631,0.005300504
5.93,216.7705,0.0494,0.00670834,0.002657136,43.3541,0.0494,0.00670834,0.01341668,0.01341668,0.005314272
5.94,217.119,0.04948333,0.006718444,0.002663876,43.4238,0.04948333,0.006718444,0.01343689,0.01343689,0.005327752
5.95,217.4735,0.04956667,0.006728492,0.002670492,43.4947,0.04956667,0.006728492,0.01345698,0.01345698,0.005340984
5.96,217.833,0.04965,0.00673852,0.002677048,43.5666,0.04965,0.00673852,0.01347704,0.01347704,0.005354096
5.97,218.198,0.04973333,0.006748456,0.002683548,43.6396,0.04973333,0.006748456,0.01349691,0.01349691,0.005367096
5.98,218.5655,0.04981667,0.006758312,0.002690024,43.7131,0.04981667,0.006758312,0.01351662,0.01351662,0.005380048
5.99,218.935,0.0499,0.0067682,0.00269644,43.787,0.0499,0.0067682,0.0135364,0.0135364,0.00539288
6,219.3055,0.04998333,0.006778328,0.002702768,43.8611,0.04998333,0.006778328,0.01355666,0.01355666,0.005405536
6.01,219.675,0.05006667,0.006788748,0.002708956,43.935,0.05006667,0.006788748,0.0135775,0.0135775,0.005417912
6.02,220.0435,0.05015,0.006799452,0.00271494,44.0087,0.05015,0.006799452,0.0135989,0.0135989,0.00542988
6.03,220.4125,0.05023333,0.006810336,0.002720656,44.0825,0.05023333,0.006810336,0.01362067,0.01362067,0.005441312
6.04,220.7835,0.05031667,0.006821376,0.002726144,44.1567,0.05031667,0.006821376,0.01364275,0.01364275,0.005452288
6.05,221.1575,0.0504,0.006832544,0.002731396,44.2315,0.0504,0.006832544,0.01366509,0.01366509,0.005462792
6.06,221.5345,0.05048333,0.006843776,0.002736448,44.3069,0.05048333,0.006843776,0.01368755,0.01368755,0.005472896
6.07,221.916,0.05056667,0.006854984,0.002741296,44.3832,0.05056667,0.006854984,0.01370997,0.01370997,0.005482592
6.08,222.3025,0.05065,0.006866088,0.002745928,44.4605,0.05065,0.006866088,0.01373218,0.01373218,0.005491856
6.09,222.6925,0.05073334,0.006876972,0.002750432,44.5385,0.05073334,0.006876972,0.01375394,0.01375394,0.005500864
6.1,223.0855,0.05081667,0.006887672,0.002754952,44.6171,0.05081667,0.006887672,0.01377534,0.01377534,0.005509904
6.11,223.479,0.0509,0.006898196,0.002759536,44.6958,0.0509,0.006898196,0.01379639,0.01379639,0.005519072
6.12,223.8725,0.05098333,0.006908576,0.002764272,44.7745,0.05098333,0.006908576,0.01381715,0.01381715,0.005528544
6.13,224.2645,0.05106667,0.00691886,0.002769148,44.8529,0.05106667,0.00691886,0.01383772,0.01383772,0.005538296
6.14,224.6575,0.05115,0.006929084,0.002774188,44.9315,0.05115,0.006929084,0.01385817,0.01385817,0.005548376
6.15,225.051,0.05123333,0.006939232,0.00277942,45.0102,0.05123333,0.006939232,0.01387846,0.01387846,0.00555884
6.16,225.444,0.05131667,0.006949312,0.002784832,45.0888,0.05131667,0.006949312,0.01389862,0.01389862,0.005569664
6.17,225.8335,0.0514,0.006959268,0.002790372,45.1667,0.0514,0.006959268,0.01391854,0.01391854,0.005580744
6.18,226.217,0.05148333,0.0069691,0.002795932,45.2434,0.05148333,0.0069691,0.0139382,0.0139382,0.005591864
6.19,226.5925,0.05156667,0.006978816,0.002801336,45.3185,0.05156667,0.006978816,0.01395763,0.01395763,0.005602672
6.2,226.964,0.05165,0.006988476,0.0028065,45.3928,0.05165,0.006988476,0.01397695,0.01397695,0.005613
6.21,227.3355,0.05173333,0.00699814,0.002811328,45.4671,0.05173333,0.00699814,0.01399628,0.01399628,0.005622656
6.22,227.7065,0.05181667,0.007007912,0.00281574,45.5413,0.05181667,0.007007912,0.01401582,0.01401582,0.00563148
6.23,228.0765,0.0519,0.007017952,0.002819628,45.6153,0.0519,0.007017952,0.0140359,0.0140359,0.005639256
6.24,228.445,0.05198333,0.007028324,0.002822952,45.689,0.05198333,0.007028324,0.01405665,0.01405665,0.005645904
6.25,228.813,0.05206667,0.007039,0.002825764,45.7626,0.05206667,0.007039,0.014078,0.014078,0.005651528
6.26,229.1805,0.05215,0.007050024,0.002828304,45.8361,0.05215,0.007050024,0.01410005,0.01410005,0.005656608
6.27,229.5465,0.05223333,0.00706126,0.002830836,45.9093,0.05223333,0.00706126,0.01412252,0.01412252,0.005661672
6.28,229.9125,0.05231667,0.007072568,0.002833596,45.9825,0.05231667,0.007072568,0.01414514,0.01414514,0.005667192
6.29,230.28,0.0524,0.007083768,0.002836676,46.056,0.0524,0.007083768,0.01416754,0.01416754,0.005673352
6.3,230.65,0.05248334,0.007094812,0.002840092,46.13,0.05248334,0.007094812,0.01418962,0.01418962,0.005680184
6.31,231.021,0.05256667,0.007105648,0.00284386,46.2042,0.05256667,0.007105648,0.0142113,0.0142113,0.00568772
6.32,231.392,0.05265,0.007116168,0.002848084,46.2784,0.05265,0.007116168,0.01423234,0.01423234,0.005696168
6.33,231.764,0.05273334,0.00712634,0.002852832,46.3528,0.05273334,0.00712634,0.01425268,0.01425268,0.005705664
6.34,232.1385,0.05281667,0.007136324,0.002858056,46.4277,0.05281667,0.007136324,0.01427265,0.01427265,0.005716112
6.35,232.5145,0.0529,0.007146252,0.002863604,46.5029,0.0529,0.007146252,0.0142925,0.0142925,0.005727208
6.36,232.892,0.05298333,0.007156276,0.002869352,46.5784,0.05298333,0.007156276,0.01431255,0.01431255,0.005738704
6.37,233.2685,0.05306667,0.00716644,0.002875212,46.6537,0.05306667,0.00716644,0.01433288,0.01433288,0.005750424
6.38,233.644,0.05315,0.007176788,0.002881364,46.7288,0.05315,0.007176788,0.01435358,0.01435358,0.005762728
6.39,234.0195,0.05323333,0.007187272,0.002887796,46.8039,0.05323333,0.007187272,0.01437454,0.01437454,0.005775592
6.4,234.393,0.05331667,0.007197848,0.002894456,46.8786,0.05331667,0.007197848,0.0143957,0.0143957,0.005788912
6.41,234.765,0.0534,0.007208396,0.002901256,46.953,0.0534,0.007208396,0.01441679,0.01441679,0.005802512
6.42,235.136,0.05348333,0.007218924,0.002908156,47.0272,0.05348333,0.007218924,0.01443785,0.01443785,0.005816312
6.43,235.51,0.05356667,0.007229424,0.002915068,47.102,0.05356667,0.007229424,0.01445885,0.01445885,0.005830136
6.44,235.8885,0.05365,0.007239972,0.002921988,47.1777,0.05365,0.007239972,0.01447994,0.01447994,0.005843976
6.45,236.271,0.05373333,0.007250576,0.002928764,47.2542,0.05373333,0.007250576,0.01450115,0.01450115,0.005857528
6.46,236.655,0.05381667,0.007261236,0.002935388,47.331,0.05381667,0.007261236,0.01452247,0.01452247,0.005870776
6.47,237.037,0.0539,0.007271908,0.002941964,47.4074,0.0539,0.007271908,0.01454382,0.01454382,0.005883928
6.48,237.417,0.05398333,0.007282544,0.002948628,47.4834,0.05398333,0.007282544,0.01456509,0.01456509,0.005897256
6.49,237.795,0.05406667,0.00729308,0.002955436,47.559,0.05406667,0.00729308,0.01458616,0.01458616,0.005910872
6.5,238.17,0.05415,0.007303592,0.002962456,47.634,0.05415,0.007303592,0.01460718,0.01460718,0.005924912
6.51,238.5435,0.05423333,0.007314116,0.002969684,47.7087,0.05423333,0.007314116,0.01462823,0.01462823,0.005939368
6.52,238.9165,0.05431667,0.007324696,0.002977144,47.7833,0.05431667,0.007324696,0.01464939,0.01464939,0.005954288
6.53,239.288,0.0544,0.00733532,0.002984788,47.8576,0.0544,0.00733532,0.01467064,0.01467064,0.005969576
6.54,239.659,0.05448334,0.007345956,0.002992496,47.9318,0.05448334,0.007345956,0.01469191,0.01469191,0.005984992
6.55,240.0315,0.05456667,0.007356536,0.002999992,48.0063,0.05456667,0.007356536,0.01471307,0.01471307,0.005999984
6.56,240.405,0.05465,0.00736712,0.003007016,48.081,0.05465,0.00736712,0.01473424,0.01473424,0.006014032
6.57,240.7775,0.05473333,0.00737772,0.0030134,48.1555,0.05473333,0.00737772,0.01475544,0.01475544,0.0060268
6.58,241.1475,0.05481667,0.007388396,0.0030191,48.2295,0.05481667,0.007388396,0.01477679,0.01477679,0.0060382
6.59,241.515,0.0549,0.007399092,0.0030241,48.303,0.0549,0.007399092,0.01479818,0.01479818,0.0060482
6.6,241.8805,0.05498333,0.007409836,0.00302858,48.3761,0.05498333,0.007409836,0.01481967,0.01481967,0.00605716
6.61,242.243,0.05506667,0.007420608,0.003032748,48.4486,0.05506667,0.007420608,0.01484122,0.01484122,0.006065496
6.62,242.606,0.05515,0.00743142,0.003036752,48.5212,0.05515,0.00743142,0.01486284,0.01486284,0.006073504
6.63,242.967,0.05523333,0.007442176,0.00304066,48.5934,0.05523333,0.007442176,0.01488435,0.01488435,0.00608132
6.64,243.3255,0.05531667,0.007452804,0.00304454,48.6651,0.05531667,0.007452804,0.01490561,0.01490561,0.00608908
6.65,243.6815,0.0554,0.007463232,0.00304848,48.7363,0.0554,0.007463232,0.01492646,0.01492646,0.00609696
6.66,244.037,0.05548333,0.00747348,0.003052596,48.8074,0.05548333,0.00747348,0.01494696,0.01494696,0.006105192
6.67,244.3925,0.05556667,0.007483516,0.003056896,48.8785,0.05556667,0.007483516,0.01496703,0.01496703,0.006113792
6.68,244.7485,0.05565,0.007493412,0.003061412,48.9497,0.05565,0.007493412,0.01498682,0.01498682,0.006122824
6.69,245.1035,0.05573333,0.00750322,0.003066228,49.0207,0.05573333,0.00750322,0.01500644,0.01500644,0.006132456
6.7,245.4575,0.05581667,0.007513072,0.00307138,49.0915,0.05581667,0.007513072,0.01502614,0.01502614,0.00614276
6.71,245.8115,0.0559,0.00752304,0.00307674,49.1623,0.0559,0.00752304,0.01504608,0.01504608,0.00615348
6.72,246.168,0.05598333,0.007533192,0.003082204,49.2336,0.05598333,0.007533192,0.01506638,0.01506638,0.006164408
6.73,246.5275,0.05606667,0.007543536,0.003087632,49.3055,0.05606667,0.007543536,0.01508707,0.01508707,0.006175264
6.74,246.8935,0.05615,0.007554164,0.00309302,49.3787,0.05615,0.007554164,0.01510833,0.01510833,0.00618604
6.75,247.267,0.05623334,0.007565124,0.003098432,49.4534,0.05623334,0.007565124,0.01513025,0.01513025,0.006196864
6.76,247.648,0.05631667,0.007576416,0.003103892,49.5296,0.05631667,0.007576416,0.01515283,0.01515283,0.006207784
6.77,248.0365,0.0564,0.00758786,0.003109408,49.6073,0.0564,0.00758786,0.01517572,0.01517572,0.006218816
6.78,248.431,0.05648334,0.00759936,0.003115024,49.6862,0.05648334,0.00759936,0.01519872,0.01519872,0.006230048
6.79,248.8305,0.05656667,0.007610832,0.003120696,49.7661,0.05656667,0.007610832,0.01522166,0.01522166,0.006241392
6.8,249.2295,0.05665,0.007622196,0.003126388,49.8459,0.05665,0.007622196,0.01524439,0.01524439,0.006252776
6.81,249.6235,0.05673333,0.007633316,0.003131976,49.9247,0.05673333,0.007633316,0.01526663,0.01526663,0.006263952
6.82,250.0125,0.05681667,0.007644204,0.003137368,50.00249,0.05681667,0.007644204,0.01528841,0.01528841,0.006274736
6.83,250.4015,0.0569,0.007654896,0.003142552,50.0803,0.0569,0.007654896,0.01530979,0.01530979,0.006285104
6.84,250.791,0.05698333,0.007665456,0.003147568,50.1582,0.05698333,0.007665456,0.01533091,0.01533091,0.006295136
6.85,251.1785,0.05706667,0.0076759,0.00315248,50.2357,0.05706667,0.0076759,0.0153518,0.0153518,0.00630496
6.86,251.558,0.05715,0.0076863,0.003157356,50.3116,0.05715,0.0076863,0.0153726,0.0153726,0.006314712
6.87,251.9295,0.05723333,0.00769664,0.003162308,50.3859,0.05723333,0.00769664,0.01539328,0.01539328,0.006324616
6.88,252.2945,0.05731667,0.007706836,0.003167464,50.4589,0.05731667,0.007706836,0.01541367,0.01541367,0.006334928
6.89,252.6555,0.0574,0.007716844,0.003172932,50.5311,0.0574,0.007716844,0.01543369,0.01543369,0.006345864
6.9,253.0145,0.05748333,0.007726804,0.003178736,50.6029,0.05748333,0.007726804,0.01545361,0.01545361,0.006357472
6.91,253.37,0.05756667,0.007736812,0.003184676,50.674,0.05756667,0.007736812,0.01547362,0.01547362,0.006369352
6.92,253.724,0.05765,0.007746932,0.003190548,50.7448,0.05765,0.007746932,0.01549386,0.01549386,0.006381096
6.93,254.079,0.05773333,0.007757,0.003196048,50.8158,0.05773333,0.007757,0.015514,0.015514,0.006392096
6.94,254.4375,0.05781667,0.007766888,0.003201084,50.8875,0.05781667,0.007766888,0.01553378,0.01553378,0.006402168
6.95,254.801,0.0579,0.007776576,0.003205736,50.9602,0.0579,0.007776576,0.01555315,0.01555315,0.006411472
6.96,255.17,0.05798334,0.007786248,0.003210132,51.034,0.05798334,0.007786248,0.0155725,0.0155725,0.006420264
6.97,255.544,0.05806667,0.007795944,0.003214344,51.1088,0.05806667,0.007795944,0.01559189,0.01559189,0.006428688
6.98,255.921,0.05815,0.00780568,0.003218408,51.1842,0.05815,0.00780568,0.01561136,0.01561136,0.006436816
6.99,256.298,0.05823334,0.00781542,0.003222304,51.2596,0.05823334,0.00781542,0.01563084,0.01563084,0.006444608
7,256.6745,0.05831667,0.00782512,0.00322612,51.3349,0.05831667,0.00782512,0.01565024,0.01565024,0.00645224
7.01,257.0505,0.0584,0.007834728,0.003230028,51.4101,0.0584,0.007834728,0.01566946,0.01566946,0.006460056
7.02,257.425,0.05848333,0.007844248,0.003234184,51.485,0.05848333,0.007844248,0.0156885,0.0156885,0.006468368
7.03,257.8,0.05856667,0.007853652,0.003238728,51.56001,0.05856667,0.007853652,0.0157073,0.0157073,0.006477456
7.04,258.1755,0.05865,0.00786312,0.003243692,51.6351,0.05865,0.00786312,0.01572624,0.01572624,0.006487384
7.05,258.553,0.05873333,0.007872844,0.00324896,51.7106,0.05873333,0.007872844,0.01574569,0.01574569,0.00649792
7.06,258.9315,0.05881667,0.00788292,0.003254508,51.7863,0.05881667,0.00788292,0.01576584,0.01576584,0.006509016
7.07,259.309,0.0589,0.007893324,0.00326028,51.8618,0.0589,0.007893324,0.01578665,0.01578665,0.00652056
7.08,259.684,0.05898333,0.007904064,0.0032662,51.9368,0.05898333,0.007904064,0.01580813,0.01580813,0.0065324
7.09,260.056,0.05906667,0.007915013,0.003272248,52.0112,0.05906667,0.007915013,0.01583003,0.01583003,0.006544496
7.1,260.421,0.05915,0.007926116,0.003278428,52.08421,0.05915,0.007926116,0.01585223,0.01585223,0.006556856
7.11,260.781,0.05923333,0.00793728,0.003284596,52.1562,0.05923333,0.00793728,0.01587456,0.01587456,0.006569192
7.12,261.1385,0.05931667,0.007948408,0.003290688,52.2277,0.05931667,0.007948408,0.01589682,0.01589682,0.006581376
7.13,261.4965,0.0594,0.007959372,0.003296628,52.2993,0.0594,0.007959372,0.01591874,0.01591874,0.006593256
7.14,261.8565,0.05948333,0.00797012,0.003302464,52.3713,0.05948333,0.00797012,0.01594024,0.01594024,0.006604928
7.15,262.22,0.05956667,0.00798062,0.003308208,52.444,0.05956667,0.00798062,0.01596124,0.01596124,0.006616416
7.16,262.5865,0.05965,0.007990913,0.003313916,52.5173,0.05965,0.007990913,0.01598183,0.01598183,0.006627832
7.17,262.9565,0.05973333,0.00800106,0.003319636,52.5913,0.05973333,0.00800106,0.01600212,0.01600212,0.006639272
7.18,263.3275,0.05981667,0.0080112,0.00332552,52.6655,0.05981667,0.0080112,0.0160224,0.0160224,0.00665104
7.19,263.6985,0.0599,0.00802138,0.003331684,52.7397,0.0599,0.00802138,0.01604276,0.01604276,0.006663368
7.2,264.0655,0.05998334,0.008031672,0.003338248,52.8131,0.05998334,0.008031672,0.01606334,0.01606334,0.006676496
7.21,264.428,0.06006667,0.00804204,0.0033452,52.8856,0.06006667,0.00804204,0.01608408,0.01608408,0.0066904
7.22,264.786,0.06015,0.008052468,0.003352448,52.9572,0.06015,0.008052468,0.01610494,0.01610494,0.006704896
7.23,265.1425,0.06023333,0.008062936,0.003359804,53.0285,0.06023333,0.008062936,0.01612587,0.01612587,0.006719608
7.24,265.5035,0.06031667,0.008073464,0.003367048,53.1007,0.06031667,0.008073464,0.01614693,0.01614693,0.006734096
7.25,265.8695,0.0604,0.008084052,0.00337396,53.1739,0.0604,0.008084052,0.0161681,0.0161681,0.00674792
7.26,266.242,0.06048333,0.008094672,0.003380468,53.2484,0.06048333,0.008094672,0.01618934,0.01618934,0.006760936
7.27,266.619,0.06056667,0.008105252,0.003386524,53.3238,0.06056667,0.008105252,0.0162105,0.0162105,0.006773048
7.28,266.998,0.06065,0.00811582,0.003392216,53.3996,0.06065,0.00811582,0.01623164,0.01623164,0.006784432
7.29,267.377,0.06073333,0.008126332,0.003397716,53.4754,0.06073333,0.008126332,0.01625266,0.01625266,0.006795432
7.3,267.7505,0.06081667,0.008136884,0.003403208,53.5501,0.06081667,0.008136884,0.01627377,0.01627377,0.006806416
7.31,268.116,0.0609,0.008147484,0.003408756,53.6232,0.0609,0.008147484,0.01629497,0.01629497,0.006817512
7.32,268.4755,0.06098333,0.00815812,0.00341448,53.6951,0.06098333,0.00815812,0.01631624,0.01631624,0.00682896
7.33,268.8345,0.06106667,0.0081687,0.00342044,53.7669,0.06106667,0.0081687,0.0163374,0.0163374,0.00684088
7.34,269.199,0.06115,0.008179124,0.003426604,53.8398,0.06115,0.008179124,0.01635825,0.01635825,0.006853208
7.35,269.5685,0.06123333,0.008189389,0.003432864,53.9137,0.06123333,0.008189389,0.01637878,0.01637878,0.006865728
7.36,269.9435,0.06131667,0.008199573,0.003439132,53.9887,0.06131667,0.008199573,0.01639915,0.01639915,0.006878264
7.37,270.324,0.0614,0.008209628,0.003445396,54.0648,0.0614,0.008209628,0.01641926,0.01641926,0.006890792
7.38,270.709,0.06148333,0.0082196,0.003451632,54.1418,0.06148333,0.0082196,0.0164392,0.0164392,0.006903264
7.39,271.094,0.06156667,0.00822952,0.003457752,54.2188,0.06156667,0.00822952,0.01645904,0.01645904,0.006915504
7.4,271.474,0.06165,0.008239416,0.00346374,54.2948,0.06165,0.008239416,0.01647883,0.01647883,0.00692748
7.41,271.848,0.06173334,0.00824922,0.003469648,54.3696,0.06173334,0.00824922,0.01649844,0.01649844,0.006939296
7.42,272.2165,0.06181667,0.008258929,0.00347552,54.4433,0.06181667,0.008258929,0.01651786,0.01651786,0.00695104
7.43,272.5815,0.0619,0.008268508,0.00348146,54.5163,0.0619,0.008268508,0.01653702,0.01653702,0.00696292
7.44,272.9455,0.06198334,0.008278016,0.003487496,54.5891,0.06198334,0.008278016,0.01655603,0.01655603,0.006974992
7.45,273.3105,0.06206667,0.008287512,0.0034934,54.6621,0.06206667,0.008287512,0.01657502,0.01657502,0.0069868
7.46,273.673,0.06215,0.008297089,0.003499104,54.7346,0.06215,0.008297089,0.01659418,0.01659418,0.006998208
7.47,274.0305,0.06223333,0.008306788,0.00350458,54.8061,0.06223333,0.008306788,0.01661358,0.01661358,0.00700916
7.48,274.383,0.06231667,0.008316725,0.00350994,54.8766,0.06231667,0.008316725,0.01663345,0.01663345,0.00701988
7.49,274.734,0.0624,0.008326848,0.003515464,54.9468,0.0624,0.008326848,0.0166537,0.0166537,0.007030928
7.5,275.0875,0.06248333,0.00833708,0.003521372,55.0175,0.06248333,0.00833708,0.01667416,0.01667416,0.007042744
7.51,275.4475,0.06256667,0.008347268,0.0035277,55.0895,0.06256667,0.008347268,0.01669454,0.01669454,0.0070554
7.52,275.8165,0.06265,0.008357381,0.003534392,55.1633,0.06265,0.008357381,0.01671476,0.01671476,0.007068784
7.53,276.196,0.06273334,0.008367361,0.003541308,55.2392,0.06273334,0.008367361,0.01673472,0.01673472,0.007082616
7.54,276.5825,0.06281666,0.008377156,0.003548324,55.31651,0.06281666,0.008377156,0.01675431,0.01675431,0.007096648
7.55,276.973,0.0629,0.008386704,0.00355546,55.3946,0.0629,0.008386704,0.01677341,0.01677341,0.00711092
7.56,277.362,0.06298333,0.00839608,0.003562752,55.4724,0.06298333,0.00839608,0.01679216,0.01679216,0.007125504
7.57,277.747,0.06306667,0.0084054,0.00357022,55.5494,0.06306667,0.0084054,0.0168108,0.0168108,0.00714044
7.58,278.123,0.06315,0.008414892,0.003577868,55.6246,0.06315,0.008414892,0.01682978,0.01682978,0.007155736
7.59,278.49,0.06323333,0.008424676,0.003585572,55.69801,0.06323333,0.008424676,0.01684935,0.01684935,0.007171144
7.6,278.851,0.06331667,0.008434864,0.003593276,55.7702,0.06331667,0.008434864,0.01686973,0.01686973,0.007186552
7.61,279.2075,0.0634,0.008445417,0.00360084,55.8415,0.0634,0.008445417,0.01689083,0.01689083,0.00720168
7.62,279.5595,0.06348334,0.00845626,0.003608128,55.9119,0.06348334,0.00845626,0.01691252,0.01691252,0.007216256
7.63,279.9075,0.06356667,0.008467277,0.003615012,55.9815,0.06356667,0.008467277,0.01693455,0.01693455,0.007230024
7.64,280.2535,0.06365,0.008478472,0.003621476,56.0507,0.06365,0.008478472,0.01695694,0.01695694,0.007242952
7.65,280.5975,0.06373333,0.008489752,0.003627588,56.1195,0.06373333,0.008489752,0.0169795,0.0169795,0.007255176
7.66,280.94,0.06381667,0.008501076,0.00363348,56.188,0.06381667,0.008501076,0.01700215,0.01700215,0.00726696
7.67,281.284,0.0639,0.008512464,0.003639144,56.2568,0.0639,0.008512464,0.01702493,0.01702493,0.007278288
7.68,281.632,0.06398334,0.008523972,0.003644608,56.3264,0.06398334,0.008523972,0.01704794,0.01704794,0.007289216
7.69,281.988,0.06406667,0.008535492,0.003649944,56.3976,0.06406667,0.008535492,0.01707098,0.01707098,0.007299888
7.7,282.351,0.06415,0.008546968,0.003655228,56.4702,0.06415,0.008546968,0.01709394,0.01709394,0.007310456
7.71,282.7195,0.06423333,0.008558272,0.003660384,56.5439,0.06423333,0.008558272,0.01711654,0.01711654,0.007320768
7.72,283.0915,0.06431667,0.008569284,0.003665412,56.6183,0.06431667,0.008569284,0.01713857,0.01713857,0.007330824
7.73,283.4685,0.0644,0.008579928,0.003670336,56.6937,0.0644,0.008579928,0.01715986,0.01715986,0.007340672
7.74,283.8495,0.06448334,0.008590284,0.00367524,56.76991,0.06448334,0.008590284,0.01718057,0.01718057,0.00735048
7.75,284.2345,0.06456666,0.008600396,0.003680164,56.8469,0.06456666,0.008600396,0.01720079,0.01720079,0.007360328
7.76,284.623,0.06465,0.00861024,0.003685076,56.9246,0.06465,0.00861024,0.01722048,0.01722048,0.007370152
7.77,285.0135,0.06473333,0.008619701,0.003689952,57.0027,0.06473333,0.008619701,0.0172394,0.0172394,0.007379904
7.78,285.403,0.06481667,0.008628824,0.003694732,57.0806,0.06481667,0.008628824,0.01725765,0.01725765,0.007389464
