TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	24/07/05
TIME	20:15:00
SPECTROMETER/DATA SYSTEM	JASCO Corp, V-630, Rev. 1.00
RESOLUTION	
DELTAX	-1.000000
XUNITS	NANOMETERS
YUNITS	ABSORBANCE
FIRSTX	800.0000
LASTX	400.0000
NPOINTS	401
FIRSTY	0.012919
MAXY	0.452137
MINY	0.012177
XYDATA
800.000000	0.012919
799.000000	0.012919
798.000000	0.012922
797.000000	0.012927
796.000000	0.012936
795.000000	0.012945
794.000000	0.012958
793.000000	0.012964
792.000000	0.012966
791.000000	0.012974
790.000000	0.012975
789.000000	0.012986
788.000000	0.012992
787.000000	0.012996
786.000000	0.013014
785.000000	0.013017
784.000000	0.013034
783.000000	0.013043
782.000000	0.013038
781.000000	0.013046
780.000000	0.013045
779.000000	0.013048
778.000000	0.013057
777.000000	0.013058
776.000000	0.013066
775.000000	0.013075
774.000000	0.013083
773.000000	0.013096
772.000000	0.013106
771.000000	0.013118
770.000000	0.013129
769.000000	0.013142
768.000000	0.013165
767.000000	0.013182
766.000000	0.013195
765.000000	0.013218
764.000000	0.013223
763.000000	0.013243
762.000000	0.013273
761.000000	0.013295
760.000000	0.013327
759.000000	0.013351
758.000000	0.013371
757.000000	0.013394
756.000000	0.013415
755.000000	0.013443
754.000000	0.013466
753.000000	0.013490
752.000000	0.013518
751.000000	0.013545
750.000000	0.013582
749.000000	0.013611
748.000000	0.013654
747.000000	0.013703
746.000000	0.013752
745.000000	0.013810
744.000000	0.013881
743.000000	0.014249
742.000000	0.014780
741.000000	0.014635
740.000000	0.013759
739.000000	0.012788
738.000000	0.012177
737.000000	0.012866
736.000000	0.013829
735.000000	0.014126
734.000000	0.014184
733.000000	0.014289
732.000000	0.014489
731.000000	0.014786
730.000000	0.015163
729.000000	0.015527
728.000000	0.015792
727.000000	0.015972
726.000000	0.016048
725.000000	0.016064
724.000000	0.016066
723.000000	0.016080
722.000000	0.016134
721.000000	0.016219
720.000000	0.016342
719.000000	0.016470
718.000000	0.016599
717.000000	0.016734
716.000000	0.016880
715.000000	0.017025
714.000000	0.017164
713.000000	0.017319
712.000000	0.017463
711.000000	0.017619
710.000000	0.017792
709.000000	0.017957
708.000000	0.018142
707.000000	0.018326
706.000000	0.018508
705.000000	0.018709
704.000000	0.018899
703.000000	0.019109
702.000000	0.019329
701.000000	0.019556
700.000000	0.019798
699.000000	0.020048
698.000000	0.020307
697.000000	0.020561
696.000000	0.020832
695.000000	0.021098
694.000000	0.021372
693.000000	0.021664
692.000000	0.021945
691.000000	0.022241
690.000000	0.022532
689.000000	0.022815
688.000000	0.023119
687.000000	0.023419
686.000000	0.023727
685.000000	0.024047
684.000000	0.024356
683.000000	0.024670
682.000000	0.024987
681.000000	0.025299
680.000000	0.025626
679.000000	0.025958
678.000000	0.026281
677.000000	0.026622
676.000000	0.026964
675.000000	0.027303
674.000000	0.027648
673.000000	0.027991
672.000000	0.028331
671.000000	0.028672
670.000000	0.029030
669.000000	0.029373
668.000000	0.029727
667.000000	0.030085
666.000000	0.030438
665.000000	0.030799
664.000000	0.031155
663.000000	0.031501
662.000000	0.031865
661.000000	0.032232
660.000000	0.032597
659.000000	0.032981
658.000000	0.033336
657.000000	0.033705
656.000000	0.034055
655.000000	0.034406
654.000000	0.034768
653.000000	0.035121
652.000000	0.035486
651.000000	0.035828
650.000000	0.036185
649.000000	0.036521
648.000000	0.036872
647.000000	0.037220
646.000000	0.037553
645.000000	0.037886
644.000000	0.038203
643.000000	0.038514
642.000000	0.038821
641.000000	0.039130
640.000000	0.039424
639.000000	0.039732
638.000000	0.040026
637.000000	0.040306
636.000000	0.040585
635.000000	0.040851
634.000000	0.041110
633.000000	0.041367
632.000000	0.041616
631.000000	0.041855
630.000000	0.042097
629.000000	0.042343
628.000000	0.042591
627.000000	0.042838
626.000000	0.043080
625.000000	0.043315
624.000000	0.043552
623.000000	0.043791
622.000000	0.044025
621.000000	0.044269
620.000000	0.044512
619.000000	0.044767
618.000000	0.045040
617.000000	0.045327
616.000000	0.045629
615.000000	0.045954
614.000000	0.046296
