TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	24/07/05
TIME	21:47:00
SPECTROMETER/DATA SYSTEM	JASCO Corp, V-630, Rev. 1.00
RESOLUTION	
DELTAX	-1.000000
XUNITS	NANOMETERS
YUNITS	ABSORBANCE
FIRSTX	800.0000
LASTX	400.0000
NPOINTS	401
FIRSTY	0.000469
MAXY	0.574211
MINY	0.000408
XYDATA
502.000000	0.015042
501.000000	0.016298
500.000000	0.016990
499.000000	0.017062
498.000000	0.017339
497.000000	0.018077
496.000000	0.018592
495.000000	0.019335
494.000000	0.020162
493.000000	0.020921
492.000000	0.021686
491.000000	0.022457
490.000000	0.023264
489.000000	0.024120
488.000000	0.024988
487.000000	0.025947
486.000000	0.026907
485.000000	0.027879
484.000000	0.028903
483.000000	0.029947
482.000000	0.031037
481.000000	0.032208
480.000000	0.033425
479.000000	0.034688
478.000000	0.036024
477.000000	0.037416
476.000000	0.038874
475.000000	0.040386
474.000000	0.041963
473.000000	0.043586
472.000000	0.045258
471.000000	0.046998
470.000000	0.048820
469.000000	0.050730
468.000000	0.052722
467.000000	0.054816
466.000000	0.057007
465.000000	0.059245
464.000000	0.061575
463.000000	0.063977
462.000000	0.066467
461.000000	0.069082
460.000000	0.071800
459.000000	0.074611
458.000000	0.077548
457.000000	0.080578
456.000000	0.083717
455.000000	0.087012
454.000000	0.090374
453.000000	0.093902
452.000000	0.097569
451.000000	0.101375
450.000000	0.105348
449.000000	0.109427
448.000000	0.113658
447.000000	0.118039
446.000000	0.122535
445.000000	0.127150
444.000000	0.131889
443.000000	0.136722
442.000000	0.141692
441.000000	0.146836
440.000000	0.152149
439.000000	0.157637
438.000000	0.163362
437.000000	0.169314
436.000000	0.175411
435.000000	0.181691
434.000000	0.188139
433.000000	0.194713
432.000000	0.201492
431.000000	0.208439
430.000000	0.215561
429.000000	0.222968
428.000000	0.230620
427.000000	0.238595
426.000000	0.246893
425.000000	0.255469
424.000000	0.264347
423.000000	0.273490
422.000000	0.282896
421.000000	0.292514
420.000000	0.302382
419.000000	0.312454
418.000000	0.322752
417.000000	0.333330
416.000000	0.344175
415.000000	0.355371
414.000000	0.366875
413.000000	0.378706
412.000000	0.390866
411.000000	0.403254
410.000000	0.416065
409.000000	0.429141
408.000000	0.442499
407.000000	0.456154
406.000000	0.469911
405.000000	0.483869
404.000000	0.497880
403.000000	0.511789
402.000000	0.539729
401.000000	0.553983
400.000000	0.574211
