TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	24/07/05
TIME	20:10:00
SPECTROMETER/DATA SYSTEM	JASCO Corp, V-630, Rev. 1.00
RESOLUTION	
DELTAX	-1.000000
XUNITS	NANOMETERS
YUNITS	ABSORBANCE
FIRSTX	800.0000
LASTX	400.0000
NPOINTS	401
FIRSTY	-0.000830
MAXY	0.084462
MINY	-0.001035
XYDATA
511.000000	0.062036
510.000000	0.062267
509.000000	0.062666
508.000000	0.063066
507.000000	0.063284
506.000000	0.063183
505.000000	0.062640
504.000000	0.061634
503.000000	0.060282
502.000000	0.058711
501.000000	0.056225
500.000000	0.053432
499.000000	0.050594
498.000000	0.048292
497.000000	0.046034
496.000000	0.044312
495.000000	0.042781
494.000000	0.041486
493.000000	0.040476
492.000000	0.039730
491.000000	0.039180
490.000000	0.038725
489.000000	0.038267
488.000000	0.037695
487.000000	0.036964
486.000000	0.035985
485.000000	0.034783
484.000000	0.033424
483.000000	0.031907
482.000000	0.030327
481.000000	0.028716
480.000000	0.027132
479.000000	0.025666
478.000000	0.024347
477.000000	0.023217
476.000000	0.022279
475.000000	0.021492
474.000000	0.020860
473.000000	0.020294
472.000000	0.019772
471.000000	0.019247
470.000000	0.018655
469.000000	0.018015
468.000000	0.017253
467.000000	0.016438
466.000000	0.015574
465.000000	0.014677
464.000000	0.013812
463.000000	0.012980
462.000000	0.012204
461.000000	0.011526
460.000000	0.010950
459.000000	0.010429
458.000000	0.010007
457.000000	0.009625
456.000000	0.009258
455.000000	0.008922
454.000000	0.008550
453.000000	0.008163
452.000000	0.007758
451.000000	0.007352
450.000000	0.006955
449.000000	0.006559
448.000000	0.006191
447.000000	0.005851
446.000000	0.005556
445.000000	0.005298
444.000000	0.005081
443.000000	0.004890
442.000000	0.004708
441.000000	0.004547
440.000000	0.004395
439.000000	0.004264
438.000000	0.004113
437.000000	0.004012
436.000000	0.003889
435.000000	0.003727
434.000000	0.003618
433.000000	0.003460
432.000000	0.003361
431.000000	0.003275
430.000000	0.003187
429.000000	0.003117
428.000000	0.003055
427.000000	0.003005
426.000000	0.002987
425.000000	0.002982
424.000000	0.002978
423.000000	0.003002
422.000000	0.003032
421.000000	0.003042
420.000000	0.003058
419.000000	0.003089
418.000000	0.003096
417.000000	0.003172
416.000000	0.003258
415.000000	0.003345
414.000000	0.003459
413.000000	0.003606
412.000000	0.003765
411.000000	0.003944
410.000000	0.004206
409.000000	0.004461
408.000000	0.004734
407.000000	0.005079
406.000000	0.005356
405.000000	0.005614
404.000000	0.005917
403.000000	0.006248
402.000000	0.006713
401.000000	0.008183
400.000000	0.009263
