TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	24/07/05
TIME	19:55:00
SPECTROMETER/DATA SYSTEM	JASCO Corp, V-630, Rev. 1.00
RESOLUTION	
DELTAX	-1.000000
XUNITS	NANOMETERS
YUNITS	ABSORBANCE
FIRSTX	800.0000
LASTX	400.0000
NPOINTS	401
FIRSTY	0.004868
MAXY	0.047079
MINY	0.002029
XYDATA
800.000000	0.004868
799.000000	0.004865
798.000000	0.004866
797.000000	0.004863
796.000000	0.004876
795.000000	0.004891
794.000000	0.004907
793.000000	0.004913
792.000000	0.004909
791.000000	0.004910
790.000000	0.004896
789.000000	0.004905
788.000000	0.004917
787.000000	0.004919
786.000000	0.004937
785.000000	0.004940
784.000000	0.004942
783.000000	0.004950
782.000000	0.004949
781.000000	0.004956
780.000000	0.004963
779.000000	0.004967
778.000000	0.004972
777.000000	0.004965
776.000000	0.004961
775.000000	0.004967
774.000000	0.004979
773.000000	0.004990
772.000000	0.005007
771.000000	0.005015
770.000000	0.005015
769.000000	0.005026
768.000000	0.005031
767.000000	0.005029
766.000000	0.005029
765.000000	0.005025
764.000000	0.005017
763.000000	0.005024
762.000000	0.005032
761.000000	0.005044
760.000000	0.005046
759.000000	0.005045
758.000000	0.005045
757.000000	0.005048
756.000000	0.005067
755.000000	0.005075
754.000000	0.005079
753.000000	0.005092
752.000000	0.005094
751.000000	0.005100
750.000000	0.005106
749.000000	0.005104
748.000000	0.005121
747.000000	0.005139
746.000000	0.005163
745.000000	0.005181
744.000000	0.004968
743.000000	0.005082
742.000000	0.004608
741.000000	0.004358
740.000000	0.004420
739.000000	0.004300
738.000000	0.005001
737.000000	0.005160
736.000000	0.005465
735.000000	0.005468
734.000000	0.005658
733.000000	0.005704
732.000000	0.005678
731.000000	0.005530
730.000000	0.005300
729.000000	0.005082
728.000000	0.004946
727.000000	0.004954
726.000000	0.005032
725.000000	0.005162
724.000000	0.005281
723.000000	0.005362
722.000000	0.005427
721.000000	0.005445
720.000000	0.005461
719.000000	0.005485
718.000000	0.005505
717.000000	0.005525
716.000000	0.005554
715.000000	0.005571
714.000000	0.005590
713.000000	0.005622
712.000000	0.005640
711.000000	0.005668
710.000000	0.005692
709.000000	0.005707
708.000000	0.005733
707.000000	0.005756
706.000000	0.005781
705.000000	0.005805
704.000000	0.005821
703.000000	0.005842
702.000000	0.005856
701.000000	0.005889
700.000000	0.005919
699.000000	0.005946
698.000000	0.005984
697.000000	0.006003
696.000000	0.006042
695.000000	0.006068
694.000000	0.006098
693.000000	0.006140
692.000000	0.006162
691.000000	0.006204
690.000000	0.006247
689.000000	0.006274
688.000000	0.006314
687.000000	0.006341
686.000000	0.006367
685.000000	0.006402
684.000000	0.006430
683.000000	0.006463
682.000000	0.006496
681.000000	0.006532
680.000000	0.006572
679.000000	0.006620
678.000000	0.006666
677.000000	0.006713
676.000000	0.006749
675.000000	0.006780
674.000000	0.006801
673.000000	0.006829
672.000000	0.006859
671.000000	0.006888
670.000000	0.006926
669.000000	0.006948
668.000000	0.006985
667.000000	0.007025
666.000000	0.007052
665.000000	0.007091
664.000000	0.007122
663.000000	0.007146
662.000000	0.007192
661.000000	0.007225
660.000000	0.007266
659.000000	0.007310
658.000000	0.007343
657.000000	0.007392
656.000000	0.007425
655.000000	0.007463
654.000000	0.007506
653.000000	0.007548
652.000000	0.007593
651.000000	0.007630
650.000000	0.007671
649.000000	0.007704
648.000000	0.007746
647.000000	0.007790
646.000000	0.007830
645.000000	0.007871
644.000000	0.007907
643.000000	0.007937
642.000000	0.007974
641.000000	0.008008
640.000000	0.008037
639.000000	0.008080
638.000000	0.008104
637.000000	0.008129
636.000000	0.008166
635.000000	0.008191
634.000000	0.008221
633.000000	0.008249
632.000000	0.008262
631.000000	0.008278
630.000000	0.008298
629.000000	0.008323
628.000000	0.008351
627.000000	0.008381
626.000000	0.008409
625.000000	0.008440
624.000000	0.008466
623.000000	0.008492
622.000000	0.008515
621.000000	0.008534
620.000000	0.008567
619.000000	0.008597
618.000000	0.008631
617.000000	0.008660
616.000000	0.008684
615.000000	0.008725
614.000000	0.008766
