Double
1.501913603216193170e-07
1.672581773473401088e-07
1.859205140385398650e-07
2.059865652702478607e-07
2.272338199622517821e-07
2.496639157902777039e-07
2.730678536121923644e-07
2.974717329125231118e-07
3.227145886731226597e-07
3.487521110748708079e-07
3.757249452580711100e-07
4.035099430491429423e-07
4.321009447036390518e-07
4.614494706265183246e-07
4.917118619276151369e-07
5.228256995361995356e-07
5.549463663984295043e-07
5.879928233541015243e-07
6.220411372007743092e-07
6.571736310939749079e-07
6.933358985209752203e-07
7.305140471376347651e-07
7.686571387001718302e-07
8.079101866663980089e-07
8.482407463397231937e-07
8.897985304212414505e-07
9.326358078448062586e-07
9.765477431884654244e-07
1.021806206515869923e-06
1.068120501471632527e-06
1.115805164308320275e-06
1.164523395995335163e-06
1.214628050683246301e-06
1.266088057527342195e-06
1.318889215343891073e-06
1.373084650566779435e-06
1.428596134536077543e-06
1.485468055809650907e-06
1.543899725645314919e-06
1.603611082886773356e-06
1.664694229873419983e-06
1.727368621083598303e-06
1.791444459364500017e-06
1.857055112710565124e-06
1.924206078413894560e-06
1.992818059383017473e-06
2.063000725978831241e-06
2.134689096738550383e-06
2.208132015839069002e-06
2.283075905037739925e-06
2.359863415945268450e-06
2.438308110800956473e-06
2.518122620392318953e-06
2.599831427933771499e-06
2.683301474341245698e-06
2.768655219693375809e-06
2.855570054755445211e-06
2.944285244143646797e-06
3.034843445509427306e-06
3.127147167045382530e-06
3.221185860731012433e-06
3.317363752214289177e-06
3.415031329050740190e-06
3.514749180730415661e-06
3.616219693754572488e-06
3.719745564701840748e-06
3.825345359707548152e-06
3.932803078678967429e-06
4.042242749624712193e-06
4.153586811605050925e-06
4.266804224107619382e-06
4.382589825606598428e-06
4.500530295269756103e-06
4.620067734443851283e-06
4.742041720845278970e-06
4.865821276870505667e-06
4.992113099591723880e-06
5.120019005200131348e-06
5.250501363085550254e-06
5.383360651725310585e-06
5.518375081384718231e-06
5.655983550758013570e-06
5.795267844813613315e-06
5.936960767383077171e-06
6.080613905770665094e-06
6.226290108764378742e-06
6.374517146382529249e-06
6.524876143500256339e-06
6.678076519286952435e-06
6.834103464536748047e-06
6.992285155366433647e-06
7.153151660650233265e-06
7.316080815655186445e-06
7.481136594589448335e-06
7.648767171962694410e-06
7.818815760844356318e-06
7.990948782509397296e-06
8.165754359509929032e-06
8.343582286106040425e-06
8.523694649774890924e-06
8.707267379403008095e-06
8.893188228180418765e-06
9.082077225288466083e-06
9.273438428810181161e-06
9.467349925201478349e-06
9.663381622822359856e-06
9.861934510330715975e-06
1.006297922500888068e-05
1.026744937476764384e-05
1.047468769247357071e-05
1.068423563725241128e-05
1.089716229953695131e-05
1.111317511806860915e-05
1.133219525444820033e-05
1.155382414607831280e-05
1.177777928559065836e-05
1.200552067096598040e-05
1.223501388184804898e-05
1.246700165089524530e-05
1.270218733178400947e-05
1.294048342547271420e-05
1.318231308867708174e-05
1.342708995669932325e-05
1.367488659933520601e-05
1.392597610066603161e-05
1.417990573342148011e-05
1.443702116360077825e-05
1.469692857819019867e-05
1.495940050816226273e-05
1.522487152523346310e-05
1.549401773001036255e-05
1.576616243408919746e-05
1.604148391866899251e-05
1.632003953475357988e-05
1.660151265189915135e-05
1.688684642350933297e-05
1.717566316134635032e-05
1.746730342628087016e-05
1.776298000543307038e-05
1.806104678547013648e-05
1.836273921652004215e-05
1.866741736082121926e-05
1.897569767772194080e-05
1.928745942231024357e-05
1.960260584003147591e-05
1.992123716697806417e-05
2.024277856823259328e-05
2.056754672342864292e-05
2.089665623690401480e-05
2.122892600424472310e-05
2.156516655762086618e-05
2.190421516997032085e-05
2.224736937542895124e-05
2.259384478817991302e-05
2.294366340583329613e-05
2.329712322569308806e-05
2.365463753123173588e-05
2.401519896430054688e-05
2.437931383014397535e-05
2.474641331821176519e-05
2.511770647606384794e-05
2.549317721474631381e-05
2.587264669553781418e-05
2.625600036632397624e-05
2.664357373522920232e-05
2.703482666170694805e-05
2.743028493557632700e-05
2.782841948197910240e-05
2.823032046373864063e-05
2.863514698164612915e-05
2.904313395606897787e-05
2.945500121155074537e-05
2.987128493679831349e-05
3.029128021320487874e-05
3.071642598966652397e-05
3.114597083089991141e-05
3.158052010236902911e-05
3.201949556180232751e-05
3.246178992024436103e-05
3.290761385673288944e-05
3.335657214083322233e-05
3.380816742107233198e-05
3.426413188331719692e-05
3.472405581610374793e-05
3.518812108080862389e-05
3.565622203908864546e-05
3.612908647368771344e-05
3.660628115649062808e-05
3.708808250697623484e-05
3.757497557397640329e-05
3.806564794836999596e-05
3.856050945879127166e-05
3.905962560228555162e-05
3.956257029165019897e-05
4.006892277949740985e-05
4.058053423584151312e-05
4.109476419116113297e-05
4.161360638558927295e-05
4.213799641553054313e-05
4.266578893924336744e-05
4.319812230537617637e-05
4.373578846758615734e-05
4.427641620418315907e-05
4.482182489671870463e-05
4.537307068107438389e-05
4.592788089936608825e-05
4.648846889209003782e-05
4.705248459038378716e-05
4.762221856968821963e-05
4.819520806004911077e-05
4.877317131457165484e-05
4.935469340326652249e-05
4.994099127316588640e-05
5.053114157031845090e-05
5.112519871176319933e-05
5.172510617040044394e-05
5.232868381906975313e-05
5.293757498703793385e-05
5.355169142972727119e-05
5.417069280302002200e-05
5.479527462628275356e-05
5.542580864301147790e-05
5.606039544438582296e-05
5.669873392957826974e-05
5.734160910819928865e-05
5.798860713545200818e-05
5.864092290747650323e-05
5.929542046715553945e-05
5.995381148930341379e-05
6.061853500170977140e-05
6.128854280974401175e-05
6.196357280082382464e-05
6.264643108641329355e-05
6.333328615798925680e-05
6.402513908431440291e-05
6.472279677376526017e-05
6.542519678604349258e-05
6.613208419799967010e-05
6.684300926241099831e-05
6.755754880635550747e-05
6.827748010790591585e-05
6.900118868004836363e-05
6.972958434391193121e-05
7.046443788141619350e-05
7.120429723141789564e-05
7.195057108873060018e-05
7.270205819730985526e-05
7.345851683030496667e-05
7.422108231359262113e-05
7.498946118698555637e-05
7.576223846841796975e-05
7.653912270804269491e-05
7.731906140424668725e-05
7.810652924337780159e-05
7.889802522249202556e-05
7.969560983098887715e-05
8.049904115931142215e-05
8.130603479883414012e-05
8.211878547592228977e-05
8.293611969897698771e-05
8.375822721264548790e-05
8.458691025859761605e-05
8.542003435847004048e-05
8.625894795963705698e-05
8.710446606990575747e-05
8.795495731339719270e-05
8.881149815857290546e-05
8.967542439178218536e-05
9.054466718212898064e-05
9.141910198875847593e-05
9.229883168203708481e-05
9.318231156863047732e-05
9.406959291047265500e-05
9.496181785337854124e-05
9.586032473819262878e-05
9.676344229504520178e-05
9.767105310923853117e-05
9.858601058386175708e-05
9.950697534539425845e-05
1.004348214919910983e-04
1.013698130436413756e-04
1.023118714652053679e-04
1.032602333418622550e-04
1.042126564508795737e-04
1.051690334141835114e-04
1.061308544054754356e-04
1.070989009184984101e-04
1.080695493450355507e-04
1.090468555424035495e-04
1.100280730184634385e-04
1.110158765925749831e-04
1.120106597890829808e-04
1.130126750779319859e-04
1.140196107471048612e-04
1.150323391776798446e-04
1.160507566004572957e-04
1.170776744997879088e-04
1.181080649308372248e-04
1.191454790987286650e-04
1.201890835596817949e-04
1.212382140048363336e-04
1.222947751983933292e-04
1.233584124986922205e-04
1.244282606692784210e-04
1.255018704356041317e-04
1.265810544689399241e-04
1.276636202369814312e-04
1.287534768477340203e-04
1.298471367449817308e-04
1.309463647896607751e-04
1.320497825590554754e-04
1.331612976878402744e-04
1.342820977323917861e-04
1.354095620423693687e-04
1.365431577428818097e-04
1.376849099701737890e-04
1.388340252296311615e-04
1.399887923771895399e-04
1.411511727815305695e-04
1.423164800981068564e-04
1.434861162928988826e-04
1.446604902804648682e-04
1.458404912536295176e-04
1.470251588941841965e-04
1.482147910725315919e-04
1.494120445290918111e-04
1.506180510621267900e-04
1.518310012850174521e-04
1.530518481943762214e-04
1.542764059776419237e-04
1.555103068771991690e-04
1.567496673615641765e-04
1.579960174713743192e-04
1.592491027245323913e-04
1.605083106854778485e-04
1.617741502387976124e-04
1.630466628592190355e-04
1.643275401531254078e-04
1.656125486932022146e-04
1.669018396154786578e-04
1.681990138657925543e-04
1.695002648830208722e-04
1.708064677207683292e-04
1.721195544829422371e-04
1.734370051449400836e-04
1.747620637434155395e-04
1.760933130563840617e-04
1.774331960185860540e-04
1.787813851689836842e-04
1.801380753756628940e-04
1.815034782503369159e-04
1.828743590476798774e-04
1.842544724920894955e-04
1.856395404761317070e-04
1.870310992006917069e-04
1.884293983729617560e-04
1.898315788955585027e-04
1.912411261578570365e-04
1.926538572300297313e-04
1.940759821510195174e-04
1.955015640879753560e-04
1.969335642475111478e-04
1.983737291057517725e-04
1.998180982579236245e-04
2.012752357709307735e-04
2.027374815784772715e-04
2.042049330157711274e-04
2.056813330662666628e-04
2.071646680566861397e-04
2.086557834014665278e-04
2.101572441294065645e-04
2.116639070891886837e-04
2.131803833859482751e-04
2.147024497063980614e-04
2.162320939324841181e-04
2.177652825008475571e-04
2.193055076139067072e-04
2.208530065630848139e-04
2.224041051319112269e-04
2.239583201402990491e-04
2.255175765404578744e-04
2.270868157643632465e-04
2.286592275181577229e-04
2.302412476161130319e-04
2.318328401226848383e-04
2.334346507340362919e-04
2.350447855396992959e-04
2.366619172243552140e-04
2.382858831265643898e-04
2.399225051819784684e-04
2.415668405819786947e-04
2.432164090122886481e-04
2.448718400606208589e-04
2.465315186950121007e-04
2.481962456437446641e-04
2.498676545399935740e-04
2.515482357076559059e-04
2.532328982169619537e-04
2.549241883327456803e-04
2.566231044834338263e-04
2.583290781273725315e-04
2.600392011091013180e-04
2.617581576892165124e-04
2.634865080502415838e-04
2.652227865876783091e-04
2.669667524805847784e-04
2.687220349280926919e-04
2.704831217851879103e-04
2.722558323312487382e-04
2.740381869176685662e-04
2.758306741046974301e-04
2.776291836493097295e-04
2.794315757589815223e-04
2.812420987096600901e-04
2.830560318548787694e-04
2.848770915694405644e-04
2.867010043572732142e-04
2.885293328970186958e-04
2.903721460078155427e-04
2.922182135115513886e-04
2.940691242883619301e-04
2.959289372900716637e-04
2.977964718501856798e-04
2.996720505986454042e-04
3.015607219758602059e-04
3.034563299248550306e-04
3.053637509911585933e-04
3.072782477860914714e-04
3.092028939887029562e-04
3.111369292003326147e-04
3.130768478934996832e-04
3.150200528873098771e-04
3.169775856944016942e-04
3.189397133563691639e-04
3.209075953977766501e-04
3.228873978138132499e-04
3.248684305798649153e-04
3.268581944292345601e-04
3.288496742795748648e-04
3.308464574594611909e-04
3.328487304011621415e-04
3.348597400823788038e-04
3.368767180824399233e-04
3.389053620871506495e-04
